Accession	Description	Sum PEP Score	# Unique Peptides	temp37.0_concYOU	temp40.6_concYOU	temp43.7_concYOU	temp47.5_concYOU	temp51.2_concYOU	temp54.5_concYOU	temp57.9_concYOU	temp61.5_concYOU	temp64.0_concYOU	temp67.0_concYOU	temp67.0_concSEN	temp64.0_concSEN	temp61.5_concSEN	temp57.9_concSEN	temp54.5_concSEN	temp51.2_concSEN	temp47.5_concSEN	temp43.7_concSEN	temp40.6_concSEN	 temp37.0_concSEN
Q86X55	Histone-arginine methyltransferase CARM1 OS=Homo sapiens OX=9606 GN=CARM1 PE=1 SV=3	79.126	11	170.4	162.9	171.9	160.6	142	90	37.5	25.5	21	18.2	7	8	10.4	27.5	93.5	128.1	164.6	167.7	196.8	196.5
Q6L8Q7	2',5'-phosphodiesterase 12 OS=Homo sapiens OX=9606 GN=PDE12 PE=1 SV=2	79.101	13	214.1	201.8	200.8	180.1	115.7	40.3	16.6	12.3	9.4	8.9	6.7	7.9	11.5	21.8	50.9	110.3	173.7	201.5	201.4	214.5
P60228	Eukaryotic translation initiation factor 3 subunit E OS=Homo sapiens OX=9606 GN=EIF3E PE=1 SV=1	79.007	13	238.7	231.5	230.4	190.3	48.7	30.3	12.5	8.8	5.1	3.6	5.7	6	7.4	14.6	31.6	43.5	158.8	229.7	241	261.9
P41227	N-alpha-acetyltransferase 10 OS=Homo sapiens OX=9606 GN=NAA10 PE=1 SV=1	78.972	11	199.1	197.2	198.3	176.8	136.7	56.7	16.1	9.2	5.6	4.3	4.7	6.1	6.8	16.6	55.2	138.1	170.8	201.9	195.6	204.1
Q8N6H7	ADP-ribosylation factor GTPase-activating protein 2 OS=Homo sapiens OX=9606 GN=ARFGAP2 PE=1 SV=1	78.965	13	199.1	190.4	192.4	160.1	107.1	62	31.3	23.7	18.7	15.2	14.7	15.2	12.3	28.1	65	97.8	156.5	196.6	200.3	213.5
P63000	Ras-related C3 botulinum toxin substrate 1 OS=Homo sapiens OX=9606 GN=RAC1 PE=1 SV=1	78.922	7	176.6	158.4	165.2	158.3	134.3	96.2	64.6	29.7	12.4	4.4	5.1	8.3	19	40.5	94	133.4	159.5	180.8	182.4	177.1
P19525	Interferon-induced, double-stranded RNA-activated protein kinase OS=Homo sapiens OX=9606 GN=EIF2AK2 PE=1 SV=2	78.92	14	389.9	271.6	134	63.3	46.1	34.7	21.2	16.3	12.9	9.9	10.8	11.2	12	22.4	36.5	48.1	65.9	141.6	278	373.5
Q16527	Cysteine and glycine-rich protein 2 OS=Homo sapiens OX=9606 GN=CSRP2 PE=1 SV=3	78.906	10	127.8	118	123.3	125.1	118.4	101.3	77.8	75.1	69.4	63.7	63.1	57.2	34.9	71.6	110.3	117.9	133.3	140.4	135.2	136.1
Q9BT09	Protein canopy homolog 3 OS=Homo sapiens OX=9606 GN=CNPY3 PE=1 SV=1	78.83	11	116.6	113.4	118.9	114.9	108.3	99.3	88	88.4	81.8	70.4	68.8	61.3	30	77.1	111.5	121.7	105.4	147.2	126.3	150.6
Q9NZZ3	Charged multivesicular body protein 5 OS=Homo sapiens OX=9606 GN=CHMP5 PE=1 SV=1	78.812	7	139.5	129.9	142.8	126.7	103.2	91.7	69.8	72.1	66.8	57.6	67.9	53.6	31.9	67.8	110.1	118.3	118.9	144.2	142.2	145.1
P53990	IST1 homolog OS=Homo sapiens OX=9606 GN=IST1 PE=1 SV=1	78.794	12	195.5	186.7	146.7	182.2	131.2	83.5	34.7	20.7	11.5	7.3	6.5	8	9.5	29.5	75.8	126.1	156.8	222.3	154.2	211.3
O95881	Thioredoxin domain-containing protein 12 OS=Homo sapiens OX=9606 GN=TXNDC12 PE=1 SV=1	78.755	7	155.4	147.5	162.1	147.2	121.3	86.5	60.2	47.5	39.9	32.2	37.7	32.8	30.5	56	96	124.3	138.1	162.9	160.5	161.2
Q9BQA1	Methylosome protein 50 OS=Homo sapiens OX=9606 GN=WDR77 PE=1 SV=1	78.693	10	155.6	160.3	174.7	157	143	95.6	40.8	29.4	22.6	21	11.3	12.2	14.9	32.6	106	132.2	160.3	173.8	173.8	183
P35249	Replication factor C subunit 4 OS=Homo sapiens OX=9606 GN=RFC4 PE=1 SV=2	78.667	14	243.4	219.9	192.9	138.5	86.3	50.7	28	18.3	11.7	10.3	7.1	7.8	8.5	23.2	50.3	77.6	132.4	200.9	225.5	266.6
Q9UQ13	Leucine-rich repeat protein SHOC-2 OS=Homo sapiens OX=9606 GN=SHOC2 PE=1 SV=2	78.662	11	184.4	182	198.6	175	125.3	65.6	31.1	17.3	12	8.6	2.8	4.4	6.8	15	54.5	133.3	177.1	200.2	197.6	208.4
P61225	Ras-related protein Rap-2b OS=Homo sapiens OX=9606 GN=RAP2B PE=1 SV=1	78.64	6	172.8	157.9	158.1	141.3	124.2	92.3	57.9	45.8	32.3	17.5	16.6	25	25	55.1	103	118.3	142.4	160.9	177.1	176.7
Q7Z6M1	Rab9 effector protein with kelch motifs OS=Homo sapiens OX=9606 GN=RABEPK PE=1 SV=1	78.591	12	149.7	145.3	151.7	147.1	129.3	108.6	71.1	49.5	30.8	16.9	20.5	31.7	41.8	68.4	110.7	127.5	138.5	153.1	151.3	156.5
O94966	Ubiquitin carboxyl-terminal hydrolase 19 OS=Homo sapiens OX=9606 GN=USP19 PE=1 SV=2	78.541	14	198.1	196.8	201.2	173.9	110.6	56.5	28.9	17.1	10	6.9	3.4	5.2	14.1	29.1	52.7	94.1	167.7	195.6	216.2	221.9
O14950	Myosin regulatory light chain 12B OS=Homo sapiens OX=9606 GN=MYL12B PE=1 SV=2	78.482	5	172	181	188.5	161.8	121.7	73.7	35.2	26.3	20.6	19.1	15.3	14.6	9.5	31.6	69.7	121.1	165.2	197.4	180.3	195.4
Q86UK7	E3 ubiquitin-protein ligase ZNF598 OS=Homo sapiens OX=9606 GN=ZNF598 PE=1 SV=1	78.435	15	204.7	201	192.6	156.9	97.4	56.9	32.4	26.3	18.2	13.5	12.7	14.7	14.5	30.5	57.5	91.9	153.7	205	204.6	214.9
Q9Y3E5	Peptidyl-tRNA hydrolase 2, mitochondrial OS=Homo sapiens OX=9606 GN=PTRH2 PE=1 SV=1	78.306	10	192.3	188.4	196.1	180.4	130.3	68.2	22	11.5	6.4	4.4	5.3	6.4	8.1	18.7	62.1	120.4	167.8	196.2	203.2	212
Q13443	Disintegrin and metalloproteinase domain-containing protein 9 OS=Homo sapiens OX=9606 GN=ADAM9 PE=1 SV=1	78.287	15	152.2	143.8	149.5	145.5	129.7	98.6	64	54.8	38.7	23.3	23.7	28.7	23.2	53.7	112.7	124.8	152.2	154.6	166.1	160.2
Q5JSZ5	Protein PRRC2B OS=Homo sapiens OX=9606 GN=PRRC2B PE=1 SV=2	78.125	16	127.6	125.6	134.5	133.1	119.1	107.6	72.3	69.8	58.7	51.6	48.9	47.4	49.3	70	105.8	120.3	132.7	141.9	139.5	144.2
P61086	Ubiquitin-conjugating enzyme E2 K OS=Homo sapiens OX=9606 GN=UBE2K PE=1 SV=3	78.094	13	168.8	164.2	176.6	167.3	144.9	100.9	37.3	25	10.1	4.8	16.2	21.5	19.8	52.6	107.4	129	159.6	156	166.8	171.1
Q96P16	Regulation of nuclear pre-mRNA domain-containing protein 1A OS=Homo sapiens OX=9606 GN=RPRD1A PE=1 SV=1	77.991	6	208.2	203.4	204	147.9	86.9	56.2	33	25.3	19	16.2	13.8	13.1	14.5	28.7	52.1	62.5	135.3	203.7	232.6	243.6
P51812	Ribosomal protein S6 kinase alpha-3 OS=Homo sapiens OX=9606 GN=RPS6KA3 PE=1 SV=1	77.957	10	246.5	234.8	221.2	142.8	60.2	36.1	19.2	16.4	12.3	10.4	9.9	11.2	9.4	23	41.6	56.5	150.1	210.2	240.9	247.2
Q9Y2S7	Polymerase delta-interacting protein 2 OS=Homo sapiens OX=9606 GN=POLDIP2 PE=1 SV=1	77.919	14	208.7	200	194.8	160.5	116.5	64	25.6	14.4	9	6.6	5.8	6.7	9.5	23.7	61.4	107.3	155	200.2	209.2	221.2
Q96IU4	Putative protein-lysine deacylase ABHD14B OS=Homo sapiens OX=9606 GN=ABHD14B PE=1 SV=1	77.838	7	190.9	176.3	188.9	158.1	135.2	83.8	35.1	17.7	8.5	5.5	6.6	7.8	10.9	36.8	87.4	117.5	159	181.4	189.6	203
P05386	60S acidic ribosomal protein P1 OS=Homo sapiens OX=9606 GN=RPLP1 PE=1 SV=1	77.733	3	81.8	81.5	89.7	92.9	106.2	128.4	118.1	123.6	95.7	82.1	84.4	82.5	88.1	126.7	135.7	114.3	96.8	92.5	87.6	91.4
Q8TDQ7	Glucosamine-6-phosphate isomerase 2 OS=Homo sapiens OX=9606 GN=GNPDA2 PE=1 SV=1	77.687	5	148.9	159.8	167.7	156.6	138.7	103.8	44.2	41.6	27.2	11.6	9.7	14.6	20.3	44.1	113.5	122	157	166.4	173.6	178.8
Q96EK6	Glucosamine 6-phosphate N-acetyltransferase OS=Homo sapiens OX=9606 GN=GNPNAT1 PE=1 SV=1	77.606	9	172.2	169.7	177.2	159	144.6	100.1	43.5	18.8	8.8	6.1	3.7	3.9	7.8	41.4	122.9	141.7	163.3	158.2	175.7	181.4
Q96CP2	FLYWCH family member 2 OS=Homo sapiens OX=9606 GN=FLYWCH2 PE=1 SV=1	77.567	8	116.8	113	118.8	116	106	95.8	91.1	85.6	81.3	75.7	72.1	70.2	57.8	87.3	101.6	109.5	124.2	126.9	122.3	128.1
Q8IVD9	NudC domain-containing protein 3 OS=Homo sapiens OX=9606 GN=NUDCD3 PE=1 SV=3	77.555	12	220.9	250.7	88.4	201.2	87.5	76	32	20	13.7	9.7	6.6	9.3	10	29.7	72.3	108.2	161.7	201	193.4	207.8
Q9NUQ9	CYFIP-related Rac1 interactor B OS=Homo sapiens OX=9606 GN=CYRIB PE=1 SV=1	77.53	12	167.4	160.8	166.5	164.6	144.9	112.2	54.1	19.2	6.3	3.9	4.3	6.3	11	42.9	120.1	140.9	159.6	170.8	167.8	176.3
P51452	Dual specificity protein phosphatase 3 OS=Homo sapiens OX=9606 GN=DUSP3 PE=1 SV=1	77.474	8	186.2	174.9	180.2	170.7	122.7	90.5	40.8	18.3	9.5	6.3	7.7	9.9	13.5	40	87.5	116.7	164.7	184.1	184.3	191.6
P52294	Importin subunit alpha-5 OS=Homo sapiens OX=9606 GN=KPNA1 PE=1 SV=3	77.461	9	223.8	226.4	217.2	151.1	78.5	41.3	22.7	16.8	12	10.1	5.4	7.4	8.5	16	35.8	65.5	153.1	196.6	240.6	271.1
O75821	Eukaryotic translation initiation factor 3 subunit G OS=Homo sapiens OX=9606 GN=EIF3G PE=1 SV=2	77.428	13	128.3	128.1	142.8	183.9	154.8	116	56.8	43	27	19.3	16.6	18.8	19.1	48.1	105.4	135.4	172.5	159.5	162.3	162.4
Q9BRR6	ADP-dependent glucokinase OS=Homo sapiens OX=9606 GN=ADPGK PE=1 SV=1	77.38	11	166.9	163.5	173.3	165.6	146.1	98.8	42.6	22.3	12.2	8.8	4.7	5.8	12.7	37.5	109.4	127.3	170.7	166.5	181.3	184.1
O94992	Protein HEXIM1 OS=Homo sapiens OX=9606 GN=HEXIM1 PE=1 SV=1	77.374	8	124.6	121.1	132.3	130.3	125.3	107.2	71.2	69.4	62.5	56.1	63.4	49.9	45.2	70.5	122.2	123	131.8	134.7	128.4	131
Q15428	Splicing factor 3A subunit 2 OS=Homo sapiens OX=9606 GN=SF3A2 PE=1 SV=2	77.339	11	216	194.3	192.7	169.6	126	49.1	22.5	14.2	9.4	6.1	4.2	5.9	9.3	16.8	48.3	106.9	159.1	214.3	211.9	223.2
O00264	Membrane-associated progesterone receptor component 1 OS=Homo sapiens OX=9606 GN=PGRMC1 PE=1 SV=3	77.04	10	144.9	140.4	148.4	141.5	120	89.2	58.3	56.2	52.2	49	53.9	44.4	27	55	89.3	120.4	146.5	154	154.4	154.9
Q0VDF9	Heat shock 70 kDa protein 14 OS=Homo sapiens OX=9606 GN=HSPA14 PE=1 SV=1	77.027	11	297.4	274.9	217	91.6	52.2	28.4	14.5	11.3	7	5.7	5.2	5.7	7.5	16.4	34.7	51.5	100.5	200.5	279.6	298.2
P55036	26S proteasome non-ATPase regulatory subunit 4 OS=Homo sapiens OX=9606 GN=PSMD4 PE=1 SV=1	77.024	7	170.7	187.2	141.3	125	100.4	79.2	68.2	54.9	42.2	30.8	31.6	34.3	26.1	68.6	90.4	94	137.5	165.3	174.4	177.8
P14635	G2/mitotic-specific cyclin-B1 OS=Homo sapiens OX=9606 GN=CCNB1 PE=1 SV=1	76.986	9	232.2	207	117.5	171.8	129.4	84.3	31.7	11.6	7.7	6.7	7.5	8.1	9.1	30.8	91.3	121.2	158.3	180.4	194.4	199
Q13630	GDP-L-fucose synthase OS=Homo sapiens OX=9606 GN=GFUS PE=1 SV=1	76.916	8	186.1	185.5	184.9	168.8	132.8	82.3	30.9	13.8	8.5	6.5	7.3	9.2	14.3	35.6	96.6	122.2	164.7	177.8	181.2	190.9
Q9UPU5	Ubiquitin carboxyl-terminal hydrolase 24 OS=Homo sapiens OX=9606 GN=USP24 PE=1 SV=3	76.681	14	202.6	206.4	203.8	172.2	95.4	51.8	27.8	15.9	13.2	10.9	4.7	7	8.3	18.1	45	86.2	167.1	206.7	222.6	234.2
Q8TAT6	Nuclear protein localization protein 4 homolog OS=Homo sapiens OX=9606 GN=NPLOC4 PE=1 SV=3	76.585	14	188.6	180.5	184.4	172.2	128.2	66.4	31.3	20.5	15.2	12.4	6.7	7.3	8.5	18.8	60.9	118	169.6	205.6	192.9	211.8
P11532	Dystrophin OS=Homo sapiens OX=9606 GN=DMD PE=1 SV=3	76.573	12	206.7	200.2	197.3	154.5	96.9	59.1	31.7	23.4	16.7	13.5	14	14.7	17	32.7	67.3	96.6	145.4	190.7	201.3	220.2
Q13501	Sequestosome-1 OS=Homo sapiens OX=9606 GN=SQSTM1 PE=1 SV=1	76.537	10	163.2	168.9	178.2	135.5	108.6	85.9	53.2	41.1	33.7	31.7	28.8	28.2	25.8	59.8	96.8	99.2	137.1	163.6	178.8	181.9
Q9BRP8	Partner of Y14 and mago OS=Homo sapiens OX=9606 GN=PYM1 PE=1 SV=1	76.522	9	118.5	112.9	121.2	118.3	110.3	103.9	82.4	81.5	78.5	72.6	68.8	55.8	36.1	70.1	109	117.8	131.6	138.4	133.3	139
P63244	Receptor of activated protein C kinase 1 OS=Homo sapiens OX=9606 GN=RACK1 PE=1 SV=3	76.412	14	169.9	175.4	185	156.9	152.4	86.3	29.8	20.8	13.4	10.1	6.2	5.9	8.3	26.5	100.5	111.7	149.2	220.4	161.2	210
Q8WW12	PEST proteolytic signal-containing nuclear protein OS=Homo sapiens OX=9606 GN=PCNP PE=1 SV=2	76.387	11	119.8	113.3	118.7	114.2	109.3	100.9	86	83.3	79.6	75	67.7	52.8	40.4	69.6	115.8	116.7	131.7	134	137.6	133.7
O95292	Vesicle-associated membrane protein-associated protein B/C OS=Homo sapiens OX=9606 GN=VAPB PE=1 SV=3	76.352	10	185.1	180.7	177.4	169.5	132.3	81	28.5	19.4	14.1	12	12.4	12.5	9.9	30.3	83.8	138.6	150	226.9	133.9	201.8
Q05209	Tyrosine-protein phosphatase non-receptor type 12 OS=Homo sapiens OX=9606 GN=PTPN12 PE=1 SV=3	76.302	16	206.5	198.7	192.8	158.4	94.5	58.8	31	24.5	19.1	15.8	12.2	13.2	17.8	28	57.7	87.1	151.5	262.1	142.4	227.9
Q5GLZ8	Probable E3 ubiquitin-protein ligase HERC4 OS=Homo sapiens OX=9606 GN=HERC4 PE=1 SV=1	76.234	14	204.9	201.1	195.8	175.3	131	42.5	19.4	13.5	9.4	7.1	5.1	5.5	8.5	16.3	43.7	101.6	174.8	188.3	224	232.2
P51692	Signal transducer and activator of transcription 5B OS=Homo sapiens OX=9606 GN=STAT5B PE=1 SV=2	76.212	4	237.3	236.8	214	130.8	63.4	43.1	25.6	23.7	12.7	12.6	4.6	5	7.3	14.5	35.7	50	128.5	208	266.9	279.4
Q86W92	Liprin-beta-1 OS=Homo sapiens OX=9606 GN=PPFIBP1 PE=1 SV=2	76.195	13	227.2	213.2	205.6	151	76.4	47.2	28.2	21.2	16.4	13.7	12.1	12.3	10.2	23.6	47.4	66.8	139.4	211	230	247.3
Q96EK5	KIF-binding protein OS=Homo sapiens OX=9606 GN=KIFBP PE=1 SV=1	76.116	14	242.8	233.2	228.8	117.9	69.4	44.7	22.8	16.8	13.8	9.9	6.3	7.6	6	13.3	26.5	39.5	95.7	245.3	270.8	288.9
Q16795	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFA9 PE=1 SV=2	76.089	11	200.7	222	216.7	162	84.7	49.4	27.4	18.8	11.3	7.1	7.1	7.1	8.4	16.9	37.7	71.4	176.5	204.1	225.2	245.7
Q07157	Tight junction protein ZO-1 OS=Homo sapiens OX=9606 GN=TJP1 PE=1 SV=3	76.087	14	151.3	146	158.9	144.1	113.5	93.4	61.9	55.2	42	33.7	33.4	38.1	23.2	76.5	102.7	109.6	140	153.4	158	165
Q9NZL4	Hsp70-binding protein 1 OS=Homo sapiens OX=9606 GN=HSPBP1 PE=1 SV=2	76.043	8	181.1	174.7	176.2	164.1	137.1	93.9	35.9	17.3	11.1	8.7	8.2	8.7	13.4	32.5	96.1	133.8	164.1	173.9	182.5	187
O43237	Cytoplasmic dynein 1 light intermediate chain 2 OS=Homo sapiens OX=9606 GN=DYNC1LI2 PE=1 SV=1	76.006	10	170.5	176	186.4	151.5	124	73.4	45.6	33.6	24	15	8.5	10.8	13.2	29.6	66.8	111.3	165.6	189.4	201.4	203.4
P01889	HLA class I histocompatibility antigen, B alpha chain OS=Homo sapiens OX=9606 GN=HLA-B PE=1 SV=3	75.974	3	127.5	125.1	138.8	134.3	124.9	112.1	74.4	69.9	54.9	38.3	35.8	42.7	55.9	78.1	108.5	118.1	126.2	144	140.4	150.2
Q9NXG2	THUMP domain-containing protein 1 OS=Homo sapiens OX=9606 GN=THUMPD1 PE=1 SV=2	75.965	14	164.9	162.1	173.4	157.6	160.8	101	38.6	23.3	11	7.3	5.8	6.5	9.1	25.8	108.4	121.3	173.6	160.5	193.6	195.4
Q16822	Phosphoenolpyruvate carboxykinase [GTP], mitochondrial OS=Homo sapiens OX=9606 GN=PCK2 PE=1 SV=4	75.896	13	183.4	181.5	186.8	156.7	117	68.8	38.3	27.6	22.5	17.5	6.7	9.2	11.5	25.4	55	98.6	160.3	201.3	208.2	223.8
P16144	Integrin beta-4 OS=Homo sapiens OX=9606 GN=ITGB4 PE=1 SV=5	75.892	14	215.1	204.3	205.1	153.9	91.9	54	32.3	20	13.6	9.7	7.6	8.5	10	19.9	43.9	77.8	161.6	229.7	180	261.1
P52306	Rap1 GTPase-GDP dissociation stimulator 1 OS=Homo sapiens OX=9606 GN=RAP1GDS1 PE=1 SV=3	75.855	9	188.2	180.8	183.5	170.1	127.7	67.7	34.7	21.2	14.6	11.5	8.7	12.7	16.7	40.5	71.9	116.1	164.7	186.1	190.8	191.9
Q92614	Unconventional myosin-XVIIIa OS=Homo sapiens OX=9606 GN=MYO18A PE=1 SV=3	75.762	15	199.4	203.8	213.1	161.4	97.2	50.2	32.6	19.7	14.1	8.5	12.5	15.4	13.4	31.8	53.8	76.8	136.2	192.6	226.1	241.4
P10619	Lysosomal protective protein OS=Homo sapiens OX=9606 GN=CTSA PE=1 SV=2	75.718	9	175.3	173.8	182.5	168.4	142.6	85.8	36.3	18.5	10.4	6.3	4.5	5.9	8.3	37	97.5	134.2	175.9	176.3	176.7	183.6
P26885	Peptidyl-prolyl cis-trans isomerase FKBP2 OS=Homo sapiens OX=9606 GN=FKBP2 PE=1 SV=2	75.662	10	138.6	132.8	143.6	141.5	124.7	111	81	60.9	38.9	27.1	24.3	36.3	20.6	79.5	117.1	134.9	142.7	151.4	144.9	148.3
Q96RS6	NudC domain-containing protein 1 OS=Homo sapiens OX=9606 GN=NUDCD1 PE=1 SV=2	75.633	10	181.8	178.5	188.5	168.1	135.5	83.6	30.6	15.9	9.9	7.6	6.4	7.6	8.4	28	90.6	120.6	170.9	180	190.8	196.7
Q9H6F5	Coiled-coil domain-containing protein 86 OS=Homo sapiens OX=9606 GN=CCDC86 PE=1 SV=1	75.59	11	117.9	116.7	123.1	122.9	117.6	120.2	88.4	81.5	63.4	48.2	44.2	61.1	17.8	92.2	131.9	131.1	134.1	132.2	125.3	130.2
O95785	Protein Wiz OS=Homo sapiens OX=9606 GN=WIZ PE=1 SV=2	75.512	11	162.4	158.2	159.7	140.3	115.3	90.7	56.8	49.1	38.8	28.6	24.4	29.5	18.7	50.4	101.3	121	145.7	164.3	168.3	176.4
O75368	Adapter SH3BGRL OS=Homo sapiens OX=9606 GN=SH3BGRL PE=1 SV=1	75.486	9	138.8	136.8	145.6	136.9	114.9	102.9	64.8	60.4	51.4	47.5	52.7	43.3	45.2	63.4	109.1	120.8	139.7	148.1	133.5	144.2
O96000	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 OS=Homo sapiens OX=9606 GN=NDUFB10 PE=1 SV=3	75.485	10	179.5	186.6	182.4	143.2	110.8	88.7	47.3	31.8	18.5	11.2	8.7	11.9	11.8	40.4	91.9	106.3	146.1	178.8	196.1	207.9
P37268	Squalene synthase OS=Homo sapiens OX=9606 GN=FDFT1 PE=1 SV=1	75.451	10	206	199.8	196.2	177.4	133.1	44.6	17.3	11.5	7.8	6.2	5.1	5.1	5.2	12.9	46.1	113.5	187.9	186	217.2	221
Q96BN8	Ubiquitin thioesterase otulin OS=Homo sapiens OX=9606 GN=OTULIN PE=1 SV=3	75.39	11	197.3	197	201.5	177.2	106.1	59.3	22	16.9	12.8	10	5.9	7.8	9.8	24.1	64.2	97.2	170.5	200.9	205.1	214.5
Q13287	N-myc-interactor OS=Homo sapiens OX=9606 GN=NMI PE=1 SV=2	75.367	15	175.3	180.5	143.2	175	132	121.9	40.3	16.9	8.6	6.3	4.6	5.4	8.7	42.5	117.8	140.5	165.8	196.4	134.6	183.5
Q9NZB2	Constitutive coactivator of PPAR-gamma-like protein 1 OS=Homo sapiens OX=9606 GN=FAM120A PE=1 SV=2	75.316	12	190	189.5	190.3	166.1	119.6	61.7	30.9	23.4	16.8	11.7	23.5	26.4	30.3	42.4	73.3	104.7	155.9	167.4	187.1	189
P49354	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha OS=Homo sapiens OX=9606 GN=FNTA PE=1 SV=1	75.313	11	187.9	186.3	198.1	174.6	132.3	72.7	20.7	13.6	8.2	5.5	5	6.1	10.3	19.2	67.6	119	171.9	201.3	192.6	206.9
O75940	Survival of motor neuron-related-splicing factor 30 OS=Homo sapiens OX=9606 GN=SMNDC1 PE=1 SV=1	75.276	8	122.7	120.9	129.8	123.3	107.1	108.9	76.5	74.6	70.5	65.7	70.1	56.8	33.9	72.7	114.7	111.2	129.7	140.2	133.6	137.1
Q92466	DNA damage-binding protein 2 OS=Homo sapiens OX=9606 GN=DDB2 PE=1 SV=1	75.243	10	148.8	161.6	160.9	152.3	135.3	102.6	57.3	40.3	27.5	13.6	12.8	22.6	21.2	54.2	112.2	123.2	154.7	157.8	168.9	172.4
P63098	Calcineurin subunit B type 1 OS=Homo sapiens OX=9606 GN=PPP3R1 PE=1 SV=2	75.239	7	148.4	151.8	160.3	151	124.9	109.7	51.1	46.8	34.7	21.3	18	26.3	24.7	56.1	105.8	121.4	155.7	162.1	161.9	168
Q15907	Ras-related protein Rab-11B OS=Homo sapiens OX=9606 GN=RAB11B PE=1 SV=4	75.219	2	172.2	164.4	162.7	173.7	145.1	87.2	41.5	26	15	12.2	9.1	8.8	13.9	33.8	84.9	108.9	181.1	176.3	191	192.2
Q6ZRP7	Sulfhydryl oxidase 2 OS=Homo sapiens OX=9606 GN=QSOX2 PE=1 SV=3	75.21	11	166.9	172.7	183.6	176.6	138.6	99.8	29.4	17.5	8.6	6.4	8.8	10.4	11.9	36.5	98.5	127.3	165.8	180	175.8	184.9
O60678	Protein arginine N-methyltransferase 3 OS=Homo sapiens OX=9606 GN=PRMT3 PE=1 SV=4	75.119	12	195.1	188.3	200.5	176.3	139.6	59.6	18.3	10.2	6.9	5.2	5.5	5.1	8.4	17.2	66.9	110.4	180.9	176.8	212.3	216.5
Q9NQ88	Fructose-2,6-bisphosphatase TIGAR OS=Homo sapiens OX=9606 GN=TIGAR PE=1 SV=1	75.028	10	202.9	198.3	204.6	190.2	104.5	45.8	22.7	14.2	9.7	7	8.6	9.6	8.7	17.2	32	80.8	181.6	220	216.2	225.1
Q05086	Ubiquitin-protein ligase E3A OS=Homo sapiens OX=9606 GN=UBE3A PE=1 SV=4	75.009	12	178.7	176.8	186.3	163.5	137.6	83.8	31.6	22.3	11.4	7.9	5.2	6.9	11.1	27	80.6	127.7	166.4	182.1	193	200
Q9P2R7	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=SUCLA2 PE=1 SV=3	74.959	16	276.2	288.6	169.3	157	47.2	26.2	15.4	8.9	6.5	4.9	3.9	4.1	4.9	10.6	22.8	36.2	137.2	231	268.2	281.1
Q9H2W6	39S ribosomal protein L46, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL46 PE=1 SV=1	74.931	10	209.7	210.8	220	176.7	89.4	39.9	19.5	14.1	10.5	9.4	6.8	7.6	15	18.4	31	77.1	165.6	283.6	148.5	246.4
Q9BZX2	Uridine-cytidine kinase 2 OS=Homo sapiens OX=9606 GN=UCK2 PE=1 SV=1	74.901	11	267.7	276	134.5	127.8	83.5	49.9	23	22.8	7.5	7.3	11	13.3	18.8	32.9	60.5	86	125.4	183.9	220.1	248.2
Q9UHD9	Ubiquilin-2 OS=Homo sapiens OX=9606 GN=UBQLN2 PE=1 SV=2	74.866	6	137	139.5	143.8	139.9	115.5	90.8	54.5	62.1	61.6	55.1	57.2	45.7	24.5	53.5	100.8	114.8	144.3	150.6	151.8	156.8
Q14318	Peptidyl-prolyl cis-trans isomerase FKBP8 OS=Homo sapiens OX=9606 GN=FKBP8 PE=1 SV=2	74.823	10	291.6	256.4	190.3	102.1	64	39.7	21.7	14.3	10.9	9	4.8	5.5	6.7	12.6	24.1	37	73.1	177.7	296.3	362.2
P49750	YLP motif-containing protein 1 OS=Homo sapiens OX=9606 GN=YLPM1 PE=1 SV=4	74.788	14	181.2	177.8	173.9	139.1	106	74.3	49.5	41.7	32.5	24	20.9	30.4	31.2	51.2	75.4	101.9	132.3	174.5	183.4	198.8
Q8N0X7	Spartin OS=Homo sapiens OX=9606 GN=SPART PE=1 SV=1	74.769	12	203.4	192.6	190	158.2	105.5	62.5	34.7	23.5	16.9	12.9	14.6	16.3	13.9	34	69.7	96.3	154.3	191.3	201.1	208.4
Q7Z3T8	Zinc finger FYVE domain-containing protein 16 OS=Homo sapiens OX=9606 GN=ZFYVE16 PE=1 SV=3	74.72	12	157.3	158.6	163.8	154.7	133.1	101	44.6	37.5	27.6	21.8	22.5	21.5	26.4	43.9	97	121.8	158.5	161.3	169.6	177.6
P55039	Developmentally-regulated GTP-binding protein 2 OS=Homo sapiens OX=9606 GN=DRG2 PE=1 SV=1	74.699	12	233.1	258.4	147.1	181.1	98.2	39.5	16.3	11.4	8.2	6.7	5	5.4	6	11.4	36.6	112.7	180.6	237.6	161	243.8
Q8N9N8	Probable RNA-binding protein EIF1AD OS=Homo sapiens OX=9606 GN=EIF1AD PE=1 SV=1	74.555	12	144.3	141.6	150.5	144.6	118.2	98.2	59.2	54.5	45.8	43.1	52.3	47.4	43.4	66.5	99.3	114.7	136.8	150.6	142.9	146.1
