Accession	Description	Sum PEP Score	# Unique Peptides	Y1L_1	Y1H_1	Y1L_2	Y1H_2	Y1L_3	Y1H_3	Y3L_1	Y3H_1	Y3L_2	Y3H_2	Y3L_3	Y3H_3	Y6L_1	Y6H_1	Y6L_2	Y6H_2	Y6L_3	Y6H_3	Y9L_1	Y9H_1	Y9L_2	Y9H_2	Y9L_3	Y9H_3	Y24L_1	Y24H_1	Y24L_2	Y24H_2	Y24L_3	Y24H_3
Q9Y678	Coatomer subunit gamma-1 OS=Homo sapiens OX=9606 GN=COPG1 PE=1 SV=1	590.444	43	166323777.9	9934225.844	195030720.9	9335982.734	215602740.4	14551324.69	196230822.1	15495752.03	185841878	15720541.75	159365679.5	11631287	246642679.9	32924070.06	173367893	30127726.03	231363725.9	36130406.09	167392073.3	48664034.84	181618542.6	37677128.45	197256809.6	44526690.59	95518580.06	117567425.3	112179647.3	127045540.3	111323343.6	140817992.8
P55060	Exportin-2 OS=Homo sapiens OX=9606 GN=CSE1L PE=1 SV=3	590.365	48	453869760.7	16092318.91	525459796.9	15466747.47	636235645.2	19175160.41	500724502.1	47252950.48	509030309.6	41447983.66	438351337.5	37782652.69	551686671.7	102736250	459647670.2	79784560.88	477770937.6	86743718.23	452028480.7	154655185.6	382247501.4	116371320.8	462469607.8	152616586.2	277337536.6	322771142.8	309727326.3	333993484.1	331092142.5	362626281.7
Q16181	Septin-7 OS=Homo sapiens OX=9606 GN=SEPTIN7 PE=1 SV=2	588.465	40	130991656.2	10277238.38	166620163.3	11992820.73	183056134.1	5190743.531	152873243.1	12045155.63	150279316.7	17137599.78	139201218.1	24577930.44	171725910	26764622.06	139561275.2	39384264.44	143911826.4	29001037.63	126401046.8	46191939.19	99525007.7	46472656.78	117432711.3	48829528.41	73398363.2	131309870.6	68907593.52	132758203.4	70849210.66	143958756.3
Q99615	DnaJ homolog subfamily C member 7 OS=Homo sapiens OX=9606 GN=DNAJC7 PE=1 SV=2	587.925	42	194333764	14022017.5	204487580.5	9712540.469	229415364.1	20402530.77	169022470.9	24042599.42	170242223.8	21123796.61	176276747.3	21834132.17	180240402.8	52297137.69	163201344.1	51950911.91	171320316.4	53581909.13	159639401.1	75561199.63	129137355.3	69194448	155152245.7	66906806.53	87440431.03	155842636.5	89414639.75	166261064.1	96053483.34	181780552.7
P49321	Nuclear autoantigenic sperm protein OS=Homo sapiens OX=9606 GN=NASP PE=1 SV=2	586.798	31	327477615.4	8748329.344	393935810.5	6847933.438	392049434.7	4698419.625	324095381	26717454.47	314187122.9	27650626.66	308610535.2	27424723.73	334564413.8	64837146.3	303824079.5	63096726.05	275682443.8	72593837.09	298251707.1	113472275.6	241151027.7	89186368.09	274748638	110034582.9	147990201.5	194996935.8	160589088.1	230053461.4	176014066.5	249653123.1
P54577	Tyrosine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=YARS1 PE=1 SV=4	583.805	47	212529309	10571339.14	261301438.9	8902614.188	326903501.8	11553020.66	231853760	17098789.39	291161882.2	19594549.72	251803189.8	16614576.13	269325678.8	47976382.16	230040415.1	47018674.44	231423575.4	44807260.13	208766990.6	88966299.78	194512764	80215668.52	241898195.6	89061095.25	154925896.7	223290643.5	151126593.8	241734908.9	163076895.3	248049943.7
Q99459	Cell division cycle 5-like protein OS=Homo sapiens OX=9606 GN=CDC5L PE=1 SV=2	583.553	53	165664218.4	48426719.06	190471580.1	12113903.27	207239680.5	56500289.23	155757897.1	17359455.05	149970135.3	16428014.59	152650866.2	17933026.35	144875813.6	34240878.02	123464258	27474219.41	144345650.2	25238806.95	120092868	49015830.59	114675274.7	42757813.04	139714029.4	50308662.25	69372643.38	95145346.03	56375321.95	101341155.8	56327546.66	111409058.2
P62937	Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens OX=9606 GN=PPIA PE=1 SV=2	582.969	15	4946660706	119959741	5779267940	126622188.4	5920527847	133216200.3	5489735598	425235825.8	5355231458	403842167.6	5679966288	457878102.3	6067219648	1044195548	5439783024	945975759.4	4953774884	881756932.2	4798497790	1429898950	3951631366	1178742725	4702851111	1374938165	3032288464	3281660853	3059112081	3301803768	3206163204	3422692776
P50454	Serpin H1 OS=Homo sapiens OX=9606 GN=SERPINH1 PE=1 SV=2	581.628	27	385766823.1	13087757.32	393153779.6	8759404.922	446030146.3	10158047.75	438109296.8	35701086.42	452468128.9	31868833.09	390301674.7	27353400.53	484025561.6	84955750.22	383226970.1	77295906.72	472967421.5	85715277.08	347796826	108387439.5	338747905.9	117397465.9	388608853.1	110307535.4	248853847.9	302596021.2	229802932.3	306459866.6	295022209.8	318605777.5
P38919	Eukaryotic initiation factor 4A-III OS=Homo sapiens OX=9606 GN=EIF4A3 PE=1 SV=4	579.361	26	267575226.3	16315825.14	238703967.7	20505232.73	293094635.2	22138141.14	241577539.1	27634798.53	238365156.2	29222799.38	218790204.4	26080501.47	235818258.2	60150284.19	199687251.4	45384084.41	188446125.2	53495110.97	206449706	80365268	182878923.6	66888833.16	197740846.4	85656820.38	96935057.63	196322640.2	141120192.3	220256603.3	162055645	214645593.6
Q13085	Acetyl-CoA carboxylase 1 OS=Homo sapiens OX=9606 GN=ACACA PE=1 SV=2	578.245	74	129707682.4	13508617.56	144706864	19043531.09	154262501.4	23985484.56	135729444.3	14241521.19	132899029.2	16586809.5	126151519.4	22822432.88	131808498.3	29738011.84	117949806.4	15625008.06	106909997.2	39098231.03	120066567	43994944.25	92681549.06	26850399.55	113798853.3	27360307	72856020.72	90688967.78	69256416.75	72929169.63	67206333.53	91097203.81
O15027	Protein transport protein Sec16A OS=Homo sapiens OX=9606 GN=SEC16A PE=1 SV=4	575.784	58	96330539.31	453685.7344	109603724.1	832517.5625	129894932.4	3341541.906	107541964.8	5847567.797	101173583.6	4025435.141	106055475	4217103.859	101797668.1	12464986.72	95286660.34	10545922.06	88129998.03	13838492.14	80082373.64	20074575.34	72527577.19	18689496.2	90622958.66	26532570.53	25513460.78	50867996.94	31941487.72	58251913.38	31754660.13	66405569.47
P14923	Junction plakoglobin OS=Homo sapiens OX=9606 GN=JUP PE=1 SV=3	575.232	34	151370002.2	10171617.41	155956973.7	11646476.72	192050283.5	9200275.141	138017832.4	42658369.78	133149500.5	33071284.7	120331885	45949574.13	142153333	87319558.33	116454132.9	77453015.41	118747159.7	75593603.19	101047666.6	109252187	86672986.31	83378765.22	105027251.6	111994955.2	48514406.84	193865708.1	46212765.75	225450966.9	56840633.56	222506888.4
P35606	Coatomer subunit beta' OS=Homo sapiens OX=9606 GN=COPB2 PE=1 SV=2	574.749	44	176475582.7	13034947.16	180339506.3	10947885.47	213851551.7	21325029.91	163216836.4	17820488.94	156372103.7	17909324.75	151288875.6	27040269.16	177042376.3	45169853.13	146790024.5	37812858.33	147811856.7	41436751.38	156156337.8	61418246.47	136297827.2	50007644.75	162331095.5	67534154.63	93566049.48	162573348.1	102041864.7	177035217.6	108479572.5	187868556
P67809	Y-box-binding protein 1 OS=Homo sapiens OX=9606 GN=YBX1 PE=1 SV=3	574.176	14	322228970.4	10854919.29	365250130.3	11954060.11	399210557.7	11044674.9	294146988.5	27477413.7	287960074	26936933.48	266083337.6	26497770.43	265694616.1	59963855.54	239112266.5	51989491.52	259856226.7	58991397.88	241619609.8	91229844.64	209745536.3	77237038.89	238911331.7	89724676.4	120049178.6	153469468	130397761.4	178696136.4	151940786.2	199510732.2
P47897	Glutamine--tRNA ligase OS=Homo sapiens OX=9606 GN=QARS1 PE=1 SV=1	573.63	49	144959774	14126938.13	145023362	9385859.219	184539399.3	13636070.75	160716067	18469342.64	167934691.3	19535528.44	179116615.4	23058591.09	182403881.3	51043256.33	192649492.2	39195082.81	161681073.5	36225156.19	144094100	57141778.31	174639875.5	58283120.38	160717494	73093103.94	100269426.8	131252560.3	105047018.5	145915464.1	129510667.1	149687034.6
O14980	Exportin-1 OS=Homo sapiens OX=9606 GN=XPO1 PE=1 SV=1	572.785	41	256021682.3	7612677.469	268769710.9	7364339.855	316714455.9	7790193.172	255026328.2	15850001.31	246855259.1	13416013.73	228586324.8	17484413.95	287732569.5	42439201.47	240371320.3	45521116.6	232871004.8	41083121.72	236208884.3	65998248.76	193894617.2	60178901.78	233003495.5	72098438.92	156599771	176351246	159528214	207285591.1	182595369.6	207327218.6
P05198	Eukaryotic translation initiation factor 2 subunit 1 OS=Homo sapiens OX=9606 GN=EIF2S1 PE=1 SV=3	571.802	34	283158929.5	8010844.219	307111258.1	15005932.84	332853497.8	45082784.81	303612124.1	53101714.23	283062432.7	24201771.81	272102830.7	19319522.34	329574950.1	74942355.63	257525636	36503809	262337739.8	63955698.83	268985143.5	70857387.22	245040886.1	78879137.84	288689403.6	75195903.13	198781731.9	170925072	199709567.8	186389105.8	246172885.7	199483322.2
Q9UHB6	LIM domain and actin-binding protein 1 OS=Homo sapiens OX=9606 GN=LIMA1 PE=1 SV=1	571.626	44	305395499.4	32281819.64	327362179.1	31541932.13	355307349.5	35270648.49	269414411.7	45884313	277417248.5	39362407.98	272497312.8	31173070.31	283519299.7	74634200.85	254932957.9	56622482.02	239903119.8	53346295.11	213408060.9	80878220.54	190423793.7	74132847.71	235236399.3	90967119.15	111572990	129405244.6	121373411.4	144728775	133863695.8	160644533.7
P18754	Regulator of chromosome condensation OS=Homo sapiens OX=9606 GN=RCC1 PE=1 SV=1	571.622	21	287528138.9	3367398.781	316027319.3	4715384.969	346382043.7	4503646	287959569.8	9089950.75	331446350.1	12643918	288634498.3	22419233.13	342034787.7	30549790.88	293839126.7	29852019.38	272322908.8	26295363.53	253756315.4	52453263.28	205200882.8	40299244.91	274485733.3	56615152.16	184156822.7	148761065.8	190595826	159281939.5	220192030.3	191567135.8
P07954	Fumarate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=FH PE=1 SV=3	571.505	32	469143705.9	12340723.47	521926180.6	16447217.67	626728593.4	25460845.63	505491352.6	47545559.38	499948979.9	34853698.55	452566301.1	39402646.81	549075440.8	100666563.2	487926227.6	76613077.77	465336999.8	86173928.41	435899353.9	126028349	375821672.2	116513402.8	455983844.7	132161125.8	297471051.3	274937772.5	309633829.4	277333042.8	345008779.2	308879164.8
P22234	Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase OS=Homo sapiens OX=9606 GN=PAICS PE=1 SV=3	571.231	32	463209299.3	8053774.5	541163586.4	13943053.17	594161829.4	12071916.02	481809847.7	36245263.09	468144743.5	31842343.17	460367158.1	38142777.94	524134506	92503791.75	476754735.2	81762416.75	450777326	85108752.64	416536517.4	126708764	360426152.4	106647415.7	451502623.3	133767139	277558382.7	309978770	317679397.4	320376592.4	324103736.8	354181597.6
P35221	Catenin alpha-1 OS=Homo sapiens OX=9606 GN=CTNNA1 PE=1 SV=1	570.428	37	121814101.2	10770956.13	144673627.5	10628428.81	163893945.4	10210263.91	131041452.2	35661830.72	116636967.6	35965081.94	113920597	34764396.69	89245142.77	64978646.59	82009015.09	71768906.06	85062879.73	65247114.06	69154201.2	96897813.88	56393207.11	72986980.56	72595765.63	96802148.81	35573306.94	134239134.3	37335911.31	148511790.8	42261915.94	172998969.8
P11387	DNA topoisomerase 1 OS=Homo sapiens OX=9606 GN=TOP1 PE=1 SV=2	568.995	56	221390070.7	13745765.04	262269120.6	19931609.59	321884574.5	19206552.75	253056302.1	27216683.84	271865266.5	26947927.77	224789050.5	29223534.05	289677815.8	54613259.5	212463209.6	37170046.73	251808936.4	44437829.09	235262346.4	64039421.73	206001892.6	60217260.72	236301031.7	72671240.55	163274339.2	164130143.8	162621760.3	167283154.9	194509536	185699231.3
Q99613	Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens OX=9606 GN=EIF3C PE=1 SV=1	567.515	45	200984574.9	5770763.016	233483974.3	9113499.602	266414449.7	11523732.73	226910002.6	22561293.88	247741697	26364773.52	207445836	23251160.52	256615969.3	55478781.1	213828302	48168076.13	220759949.3	53513466.39	220324356	81919241.09	177496986.1	73044584.56	226001369.4	87968321.22	136504304.4	185785787.8	148016733.4	190292416.4	159265863.6	205136964.3
P55265	Double-stranded RNA-specific adenosine deaminase OS=Homo sapiens OX=9606 GN=ADAR PE=1 SV=4	565.928	60	208227213.6	45525181.55	215496546.8	50377311.45	259678121.9	50602191.03	204029591	66317847.19	201524268.5	58010154.32	199986839.5	62984877.09	206545328.3	91727146.31	183932223.4	81269052.19	192297095.3	78123847.45	169071756.6	105069054.1	148765431.1	84645517.27	178231434.9	97463469.47	85249850.88	185987122.1	92242881.54	200396853.1	101087859.8	188026399.5
P42166	Lamina-associated polypeptide 2, isoform alpha OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=2	565.709	27	144040849.9	9515941.578	161369574.5	4408690.844	184815551.6	12773092.25	141922154.8	14340773.3	146678342.6	9569958.656	127879953.6	7209388.516	155655138.5	25832825.91	109499833.5	19455422.81	118474043.6	22796766.22	115242951.7	37824823.41	93722888.16	32970138.09	111217097.3	39645392.47	57531694.25	84793888.81	66738296.13	74400103.25	81420878.19	99446766.13
P30622	CAP-Gly domain-containing linker protein 1 OS=Homo sapiens OX=9606 GN=CLIP1 PE=1 SV=2	565.006	71	112193293.2	9496326.438	125514259.5	10849967.5	144778909.5	12707605.66	103776609.8	12241757.94	113941644.8	16357929.92	99898170.13	13150986.13	104683085.1	32351405.77	90723349.28	26838165.5	99191377.3	30214837.98	94900523.56	59414543.09	101444423.1	48024208.11	93346871.16	50910641.03	51844097.3	116756864.5	50094749.75	122001673.9	62562457.91	146363337.2
P55786	Puromycin-sensitive aminopeptidase OS=Homo sapiens OX=9606 GN=NPEPPS PE=1 SV=2	564.266	53	260769059.8	20908139.08	299193113.5	14957376.95	336434960.1	15242819.13	286304085.9	29277755.25	260224060.5	24929976.99	270962485.4	25194932.19	308347424.5	49321808.63	249509323.9	48875214.78	249137627.3	44567896.19	255538214.8	67503307.09	198350256.5	59108866.55	239450763.3	77730393.42	163665780.5	139611963.4	165919066.1	172801631.7	178156888.5	171362736.8
Q9HB71	Calcyclin-binding protein OS=Homo sapiens OX=9606 GN=CACYBP PE=1 SV=2	563.595	28	387562109.9	5390198.781	397773329.9	12239527.7	454868737.3	6640048.469	388166980.8	31309259.89	358595221.8	24829814.86	356217371.1	27809485.81	398664985.7	69507852.06	352846613.9	56641287.25	350721198.2	53718696.03	351841249.1	91541977.97	296563026.9	72571563.2	337724345.4	95280001.84	210367201.5	233402828.9	223298902.9	239112684.1	239255820.9	273137051.7
Q04695	Keratin, type I cytoskeletal 17 OS=Homo sapiens OX=9606 GN=KRT17 PE=1 SV=2	561.44	34	309025316.4	14773070.2	286422079.3	18571556.95	372081670.8	19529285.06	272726590.1	29019760.98	290513959	30372619.75	258992651	24507014.59	270571087.3	51802396.4	242063139.6	44475663.97	244916827.6	44653191.47	218373285.8	58327260.52	190632786	51110199.83	223794270.8	60370957.71	124917122.5	172969534.5	122366612.3	210062586.2	134043081	214039530.7
P31947	14-3-3 protein sigma OS=Homo sapiens OX=9606 GN=SFN PE=1 SV=1	561.228	22	489051064.5	31393882.72	410468892.9	42456133.38	464149830.3	30830466.73	405779092.7	28642167.42	338597239.3	27509472.95	386040873.7	26117892.28	470922489.6	68752906.06	396233463	51592834.69	407320923.5	58104393	337781082.5	90248832.16	321340263.7	73858200.63	395271998.4	89615372.34	214181471.3	233834573.9	234664746.4	259101327.3	229955468.9	274260501.3
Q9NYU2	UDP-glucose:glycoprotein glucosyltransferase 1 OS=Homo sapiens OX=9606 GN=UGGT1 PE=1 SV=3	559.963	56	156611983.9	20382023.19	141479495.4	20436970.19	154018423.3	23583411.38	123257937.7	23724858.69	120409060.5	23038322.08	118461568.8	15532715.27	133745696.7	29615700.55	116157517.5	27803654.13	123992338.9	33697607.98	119026293.8	47369042.69	108078794.3	44694172.59	122058002.8	47451652.72	65914593.38	106739358.3	85438179.38	125968637.8	72965056.31	127976864
P08195	4F2 cell-surface antigen heavy chain OS=Homo sapiens OX=9606 GN=SLC3A2 PE=1 SV=3	558.178	31	630084879.8	18638015.3	594954901.9	13233689.31	638494183.1	14174262.42	545841885.4	51292923.94	540104115.2	50685522.31	567555010.8	55485567.38	583900368.8	139304676.7	485347510.1	115015436.1	486175479.5	127494936	473156305.5	218532379.7	380379214.1	193376114.2	479693771.4	232344400.9	279548988.1	494026309.6	286310515.1	551345474	319066085.5	602804981.3
Q13428	Treacle protein OS=Homo sapiens OX=9606 GN=TCOF1 PE=1 SV=3	558.127	51	257300275.4	22859901.09	280283763.5	20785252.31	318390630.2	25855509.82	251631072.1	30058940.63	250236509.8	28270358	240587361.9	30616412.59	252495396.2	51646307.09	230411936	41098694.96	229236512	42086158.13	234051769.9	60046379.59	184720358.2	46397730.02	236298631.9	61233283.31	134329502.4	105813753.4	147511685.3	109729483.9	151116413.8	117514388.6
Q99497	Parkinson disease protein 7 OS=Homo sapiens OX=9606 GN=PARK7 PE=1 SV=2	555.312	25	603985902.4	17921197.63	716157340.7	16783936.41	775351498.9	22437526.25	637497944.1	40447869.25	663868136.9	43264658.08	577174301.7	35061571.19	686931547.2	110487371.3	575277245.2	89186598.09	561507672.1	116940467.8	586401865.6	158528643.3	484195559.7	173117273	555937188.8	154735230	375303452.8	369846011.5	365385388.3	366181355.2	421386477.5	422107793.8
P08133	Annexin A6 OS=Homo sapiens OX=9606 GN=ANXA6 PE=1 SV=3	554.462	46	172368715.7	15561655.58	186933139	31928652.84	248074924.8	10190614.64	205774759.4	12187348.91	204576057.1	16806863.64	189990241.4	19385507.91	200801689.3	40578538.89	162782493.7	43987380.33	193381571.2	36686841.91	176895695.6	71379094.69	147839897	44175092.13	195639705	65953783.66	107361160	161716082.2	110903491.9	154648801.5	131081481.9	185145716.1
Q92841	Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens OX=9606 GN=DDX17 PE=1 SV=2	552.114	35	220239968.6	9990648.25	247118991.1	5130015.25	276573841.3	16328034.38	209103768.4	19383558.94	218504624.6	20713457.72	215177152	20557449.5	257000397.7	45577543.88	188820096	35095420.56	193587318	39348169.94	191578565.7	60783411.34	158626153.9	51146921.63	193872517.1	63498130.59	112162064	166214257.6	115963764.2	171257934	126931087.6	184870481.3
Q01518	Adenylyl cyclase-associated protein 1 OS=Homo sapiens OX=9606 GN=CAP1 PE=1 SV=5	552.004	32	239574468.5	3836448.516	261919002.9	4460123.898	298118808.3	4554421.797	218839866.9	20487810.81	224812436.1	15872834.24	203188418.6	14652913.33	235578294.2	45432326.73	202899711.6	40222979.53	206296676.9	44832891.19	199915566.5	69328872.8	171541356	63681199.75	215406820.4	75788316.44	122269421.8	192881334.7	150348076.4	190654102.9	147697600.4	219104589.3
P38159	RNA-binding motif protein, X chromosome OS=Homo sapiens OX=9606 GN=RBMX PE=1 SV=3	551.126	15	237544465.1	9008975.344	226262819.9	9607121.688	276588022.9	9769135.063	233379879.9	21594898.97	212360067.3	23083529.16	200456013.7	23833442.94	239826625.8	37234206.28	209101325.4	35068218.75	210651849.7	32741742.31	213724985	60077598	184139962.3	50074939.63	211981328.4	55542621.13	134785830.5	140197234	141086607.5	139536102.6	170867994.1	150376343.3
O95757	Heat shock 70 kDa protein 4L OS=Homo sapiens OX=9606 GN=HSPA4L PE=1 SV=3	549.059	48	98987040.47	4091856.016	129161953.2	3983677.424	145618936	8311205.938	118845016	7573292.594	132058415.1	10296718.32	120518393.8	13617113.19	118870407.6	21534423.2	107305392.4	23322129.64	109764648.7	18301448.64	104427249.8	35899723.38	89826234.38	31278198.7	114183000.6	33954274.23	66037285.11	87094865.91	71216777.38	86603924.25	74002558.66	105468648.7
P13489	Ribonuclease inhibitor OS=Homo sapiens OX=9606 GN=RNH1 PE=1 SV=2	548.093	34	301358730.1	30281554.17	338104927.1	29734137.71	319330549	9166432.188	319244662	26918665.47	354709546.2	27987926.47	275685651.9	25526820.34	372534686.3	54413404.47	247110015.4	47913846.63	270772092.1	49281716.16	241053975.2	91400629.44	207605310.1	71285799.56	256517250.2	93586186.25	134715478.6	199716716.8	123787121.1	207166557.5	159798004.3	214067263.1
Q8NC51	Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens OX=9606 GN=SERBP1 PE=1 SV=2	546.422	24	415724351.2	18195246.78	496756630.2	17584885.75	559209126.3	20725289.88	447620897.5	42438412.89	471944218	42118272.66	440033446.8	42142830.31	476001460.8	100290774.2	424366153.2	87753344.22	457186247.8	95488965.8	416993125.9	140688015	377041190.8	128277884.6	443532117.6	158152551.6	232538802.9	292061579.8	273619282.2	361684077.7	305764765.1	385112969.2
