Accession	Description	Sum.PEP.Score	X..Unique.Peptides	Y1L_1	Y1H_1	Y1L_2	Y1H_2	Y1L_3	Y1H_3	Y3L_1	Y3H_1	Y3L_2	Y3H_2	Y3L_3	Y3H_3	Y6L_1	Y6H_1	Y6L_2	Y6H_2	Y6L_3	Y6H_3	Y9L_1	Y9H_1	Y9L_2	Y9H_2	Y9L_3	Y9H_3	Y24L_1	Y24H_1	Y24L_2	Y24H_2	Y24L_3	Y24H_3	S1L_1	S1H_1	S1L_2	S1H_2	S1L_3	S1H_3	S3L_1	S3H_1	S3L_2	S3H_2	S3L_3	S3H_3	S6L_1	S6H_1	S6L_2	S6H_2	S6L_3	S6H_3	S9L_1	S9H_1	S9L_2	S9H_2	S9L_3	S9H_3	S24L_1	S24H_1	S24L_2	S24H_2	S24L_3	S24H_3
P42702	Leukemia inhibitory factor receptor OS=Homo sapiens OX=9606 GN=LIFR PE=1 SV=1	4.878	2	NA	381574.9375	NA	423230.0313	NA	602378.3125	NA	596367.1875	NA	367646.5	NA	365862.4375	NA	1367959	NA	368448.3438	NA	1154226.125	NA	635686	NA	1105977.031	NA	1407748.5	NA	922920.75	NA	943671.3125	NA	1800528.438	364338.3125	330310.6875	443262.0313	NA	380833.2188	400946.8438	372118.5313	NA	365172.2813	641341.75	265845.5	234638.7031	NA	753999.9063	NA	548717.5625	268116.7188	488904.4688	NA	561981.375	NA	616177.875	NA	855608.2813	NA	983413.2188	NA	543500.1875	NA	612131.5
P42704	Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens OX=9606 GN=LRPPRC PE=1 SV=3	1135.159	104	926678972.8	56080168.94	1037554059	68071901.39	1191726398	82963626	891987954.3	102849649.8	953273286.9	98433508.3	980783723.1	98066366.69	938214542.2	198826100.8	917299400.2	183047294.3	846959412.4	180417778	793855321	282957537.8	777352632.7	233924507.7	821129898.4	281169696.9	486081444.2	620820674.3	550171494.3	637276433.1	536892465.8	713524579.4	1003384963	68507207.16	1139169526	68259368.2	948559215.1	72849115.31	1101215973	96811029	925890803.5	95770618.91	884266931.5	98853086.63	835427437.8	129373156.6	810098989.9	137936381.5	776673691.9	124349803.2	710872144.4	164014886.7	688588328.8	167685780.6	780492512.8	182468106.2	413456607.1	317134220.3	443571209.5	317376081.3	492340200.6	360446530.7
P42765	3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAA2 PE=1 SV=2	467.009	25	196330791.7	8785597.469	210638574.9	3352933.031	244527046.2	10628385.03	186113613.2	13340581.69	178369504.5	12584419.03	181951225.1	11148577.78	207975477.9	30578955.5	178667862.5	29682250.13	170023521.2	30429776.47	147863763.9	50533479.81	145761073.5	47595639.19	180246918.1	56256027.63	109640384.1	133460575.9	115928196.2	140525636.3	135000432.1	155005984.5	267832431.2	10778885.19	347246736.8	12849078.88	267952855.3	10794810.69	306660940.9	15734050.13	283351756.3	18805564.16	287392293.9	16015060.38	270640099.6	35691099.47	248289556.6	34254522.16	254413112.9	32978851.88	239199577.3	58459785.09	238297877.8	44137225.88	250006438.7	54003584.41	164459459.5	119478785.9	200591109.4	118878746.2	201537069.8	137953007.9
P42766	60S ribosomal protein L35 OS=Homo sapiens OX=9606 GN=RPL35 PE=1 SV=2	54.357	7	16903048.6	958487.8438	26533811.45	863791.2773	34022686.13	2300730.922	43673532.22	5582749.531	33931431.57	4397005.813	40868773.13	5972336.234	67891132.98	17865618.63	54080820.95	14217546.26	49256433.59	13668216.81	42089096.34	15051397.53	45154547.18	19149742.88	51556068.06	18361005.13	63520641.81	71603681.16	62838295.94	75407470.75	87711269.5	102617937.6	27508136.25	432557.3281	40150736.37	131418.8906	32306618.8	464359.0781	46649587.56	2041869.656	34428608.25	1611263.094	35818934.7	1597062.391	39637055.31	4043514.875	39805879.05	4759837.031	35775050	4517222.188	36803181.86	5886195.188	42644079.69	7435989.875	36165469.52	7349715.688	14175954.38	9945399.109	22991273.95	12345360.13	24653261.84	11103554.75
P42771	Cyclin-dependent kinase inhibitor 2A OS=Homo sapiens OX=9606 GN=CDKN2A PE=1 SV=2	159.713	8	172002844.3	5152103.063	188131805.7	5947739.078	185018582.1	5101619.563	173999225.2	24365078.63	173113824.9	17371648.81	148449257.6	18976574.81	188107520.9	54945700.38	134576453.7	34158549.19	139392861.1	44404747	120510831.3	66974824.75	97510028.25	56412254.75	120975341.4	58584547.25	62600086.19	114240229.8	61727604.88	120020073.8	64333321.5	122414474.5	126658378.6	3029467.125	161526943.9	2497826.75	135945334.3	1414779.563	141670190.1	16270262.06	144492738.8	19760318.38	136759506.8	14436520.38	115572426.3	35404999.69	124072067.5	39629922.19	98948131.63	31261370.31	87235962.25	40532120	88328553.63	45932526.19	116284429.5	58887055.5	38876136.81	63517371.13	42690491.25	69839808	45628376.38	81659503.5
P42773	Cyclin-dependent kinase 4 inhibitor C OS=Homo sapiens OX=9606 GN=CDKN2C PE=1 SV=1	21.166	4	7703437.625	616331.5625	5893191.063	708902.125	10052096.47	784465.4375	7354154.5	969528.9375	6677192.109	1076179.781	6124133.313	1967814.281	7447308.719	3506806.938	5818025.531	3426453.313	7080410.594	2893101.063	5801924.375	4606340.781	6724780.125	3882406.625	5246017.656	4279637.5	3207299.656	10372040.13	4191653.875	11641386.88	4629576.563	13255546.63	5549258.375	NA	10352302.5	376315.8125	8514952.156	289434.9063	8381052.688	470353.4688	7899735.375	325325.8125	7468216.25	177294.3438	6630369.25	846912.1875	7294083.313	925283.125	7152760.188	720195.0313	4610726.875	471160.5625	4025555.813	654790.5	7286806.063	954880.875	2714625.063	1564050.188	2644826.281	2014650.813	2459996.344	2218152.938
P42785	Lysosomal Pro-X carboxypeptidase OS=Homo sapiens OX=9606 GN=PRCP PE=1 SV=1	14.739	2	2153167.844	107330.0625	1826415.875	86325.82031	2189157.594	96998.34375	1909767.188	501722.1563	1664054.656	253113.7813	1154696.984	156109.8594	1467923.469	482014.4063	844597.875	399141.3359	1391821.594	594701.3594	1550367	543088.875	1592022.719	496156.4063	1294041.766	258063.125	894632.4531	644954.5938	621739.9375	417603.8438	1051804.781	1030236.969	5442963.813	476136.2188	7053358.438	353004.7969	5883436.438	155723.7813	4995241	881916.0469	5275061.438	1127749.094	5121240.688	934696.2031	4283443.75	1169406.688	4661602.344	1200417.016	4802553.625	1389181.469	4334616.438	1374661.219	4106482.938	1474312.188	3965209.313	1129989.125	2595849.344	1472497.531	3453472.938	1763968.984	2690158.938	1389417.281
P42858	Huntingtin OS=Homo sapiens OX=9606 GN=HTT PE=1 SV=2	4.296	2	NA	NA	883921.3125	NA	NA	NA	NA	NA	888950.4375	NA	770277.0625	NA	NA	NA	NA	NA	NA	NA	NA	NA	674362.8125	NA	NA	NA	NA	NA	NA	NA	NA	NA	1133312.406	NA	742939.3125	NA	1282521.313	NA	956775.4688	NA	1266257.219	NA	1250217.688	NA	939140.0938	NA	966639.8438	NA	1173913.469	NA	580369.4375	NA	781324.75	NA	815278.25	NA	459010.1563	NA	509589.625	NA	583844.9375	NA
P42892	Endothelin-converting enzyme 1 OS=Homo sapiens OX=9606 GN=ECE1 PE=1 SV=2	106.187	13	19706770.31	3037365.531	14957031.72	3040208.063	17220810.84	3264123.594	9466406.969	3960355.797	10243745.98	3721721.438	11199946.16	3297127	8064655.5	6640638.156	5809095.781	7069809.281	5306462.938	7546649.25	5266682.469	9406728.375	4692927.719	10655373.41	5262754.969	12282657.53	504373.8125	20160409.06	350842.9688	20888503.41	777868.4688	25788653.13	12094020.06	1100138.719	12189968.69	642920.1875	12250341.28	1060539.656	7307191.156	646043.25	8162493.5	1174233.063	7574452.188	1042558.828	5456070.844	2828755.844	2960686.688	2758638.063	3148691.938	4108489.438	2761785.469	5480688.781	3459782.625	4412127.469	3567029.063	3245184.188	371437.4375	5802914.25	1307001.906	7177446.125	399431.25	8138231.938
P42898	Methylenetetrahydrofolate reductase (NADPH) OS=Homo sapiens OX=9606 GN=MTHFR PE=1 SV=3	7.44	2	1481107.313	NA	604577.125	NA	940038.5	NA	473132.8125	NA	480221.6875	NA	549987.0625	NA	818987.5	NA	1214207.25	NA	901324	NA	NA	NA	788138.1875	NA	795955.0625	NA	649713.875	NA	778741.625	NA	674644.875	NA	729251.375	NA	604971.0625	408428.0938	812268.6875	NA	808191.0625	NA	785977.6875	607143.25	643643.5625	NA	487138.6875	NA	615784.9375	NA	550515.8125	578880.0625	834375.125	NA	733164.6875	NA	421890.1563	NA	671767.8125	NA	991623.0625	NA	831992.125	NA
P43007	Neutral amino acid transporter A OS=Homo sapiens OX=9606 GN=SLC1A4 PE=1 SV=1	2.02	1	2166175.719	NA	1584144	NA	1571063.125	359932.4063	1177384.875	NA	1173826.75	NA	1064021.25	NA	1102850.625	802774.3125	1141780.5	738422.625	NA	NA	NA	1619638.625	NA	883295.6875	NA	1636710	2287512	2841289	NA	2275615.25	NA	2524221.25	NA	NA	NA	NA	NA	NA	NA	830008.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	1567237	NA	1903004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P43034	Platelet-activating factor acetylhydrolase IB subunit beta OS=Homo sapiens OX=9606 GN=PAFAH1B1 PE=1 SV=2	181.292	19	63661857.63	421738.1875	64826038.89	411780.5	77027283.06	6490115.25	60520471.02	11174335	55255958.38	11559209.81	51297492.72	11177920.97	59958229.31	32407656.44	54378880.86	18978093.5	52190886.59	23227991.94	58182493.75	46241130.78	56445450.34	39885074.56	56076625.5	47837624.97	35758086.19	84493576.81	31139455.75	82919443	35280542.63	97392752.44	42315145.5	1342901.391	48868229.5	170327.4688	43571144.56	3522677.172	40989955.38	4118638.438	43173077.44	3821744.313	35341009.41	5634517.484	32741641	8140698.406	35765785	8601431.094	32864814.09	11515809.34	36084306.06	15004321.34	31219683.19	13071373.91	36494491.19	19021477.47	19684637.41	24118851.03	19735597.19	24533540.41	21660254.56	28318689.84
P43121	Cell surface glycoprotein MUC18 OS=Homo sapiens OX=9606 GN=MCAM PE=1 SV=2	233.929	23	74132471.59	3366837.063	64649131.56	2035167.641	66881209.31	3844133.156	26470384.88	28681771.56	24918078.52	26926353.83	23735702.19	6300247.297	22271621.22	7525291.031	23893091.25	9756497.438	21023704.41	8643961.25	21365240.19	21908242.47	16353957.09	13860655.44	16539635.66	17364889.91	7806076.563	49710107.94	6689638.438	45181046.94	6976582.563	63618590.94	60798331.75	5860131.281	76179856.06	18238041.69	61749586.06	13804880.3	58276955.97	5497287.188	58935599.44	7499655.578	55706678.34	4946023.438	42794679.34	12188359.41	42493244.59	19233394.13	38707456.56	18600150.69	35549221.7	20943378	29028107.72	24460584.47	28452422.63	25227085.59	9971737.469	38860582.53	10812102.47	39840675.69	9810997.063	45577118.47
P43155	Carnitine O-acetyltransferase OS=Homo sapiens OX=9606 GN=CRAT PE=1 SV=5	9.579	2	1196249.375	NA	1544604.875	NA	2009457.5	NA	2626773	NA	5065062.5	NA	2414688.25	NA	NA	NA	NA	NA	5323646.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5277265.781	757844.5625	6420777.75	1396482.5	4132269.313	887595.0625	6230302.063	1184280.625	5349919.906	NA	5606454.844	1050565.625	3473572.438	877322.625	4828258.875	1710084.844	4822604.375	1287495.875	1965531.75	1637503.25	3499347.813	995239.75	3206018.938	NA	3276376.422	498123	2942634.672	1535997.531	2809749.25	1487039.813
P43243	Matrin-3 OS=Homo sapiens OX=9606 GN=MATR3 PE=1 SV=2	688.367	53	791641413.4	24699377.61	817436043.6	32444824.14	894852107.6	35551010.25	719501807.8	68518587.94	724555120.1	69301320.81	697264500.7	55345694.64	818378631.4	118302120.4	706659983.6	113108039.4	691366225.3	115152109.4	643154574	171868122.5	586937718.8	163232698.6	652881570.2	161710266.8	406192245.3	374905269.3	431612189.7	416283304.3	495663944	439532337.8	742801190.4	19862776.53	903427488.9	19279013.16	765606361.9	19563591.06	870267024.1	49995992.81	788033397.8	44998930.73	759194149.5	38083820.81	746521183.9	88823391.48	715801004.1	80953115.55	687143979.2	77157499.48	623858760.4	108463088.6	623211491.7	106792544.1	701734691	127463078.3	344852288.3	173263155.7	367195282.5	185495308.8	398661617.1	188789328.6
P43246	DNA mismatch repair protein Msh2 OS=Homo sapiens OX=9606 GN=MSH2 PE=1 SV=1	371.297	42	115688873.5	8491855.938	130946653.3	10639417.77	143171093.9	9717496.266	136394022.2	16120691.19	133682604	18372859.84	106241247.9	11492412.47	133151304.1	25564212.83	126777952	32631992.63	118225635.3	48138266.69	111873923.5	47728703.02	97058202.09	41754867.28	113488722.5	44651514.06	73648306.81	99309612.81	72180982.16	107230599.8	80948689.72	123377932.3	146525724.2	7719579.938	174348031.9	7491526.609	146238690.2	7668910.719	178517498.7	13174701.25	173827269.5	13473892.75	176829611.1	16277098.25	154513791.2	30166592.3	131945713.9	20123951.44	134142990.3	27141523.08	133628537.2	38249521.5	124339883.4	33761553.06	123016716.7	30335105.73	69793479.75	55105665.44	68518717.09	54984884.44	75997365.13	61239975.69
P43304	Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=GPD2 PE=1 SV=3	253.023	34	73475121.63	2539048.5	71609210.59	5161287.438	79950569.03	3654959.813	60667248.06	22287784.22	61384181.25	5337655.938	64350670.63	5869397.906	62418515.81	11538149.59	62898709.39	10317489.13	59105085.38	9423651.375	56546487.13	34515722.66	49834461.16	9083461.297	47678351.97	10731585.22	26865059.69	26955288.38	31191802.84	28609725.25	47622309.94	33758095.38	88007094.81	21571689.31	79863146.53	25994905	63531950.16	23511287.56	71327505.88	22071889.72	71957469.84	17329765.59	86829390.39	12839731.34	65796896.81	34567967.94	83455315.75	29072340.31	56465617.52	15004328.31	75090073.44	15914560.41	60166220.03	13095767.59	57592905.25	14969795.25	47098240.47	23951330.22	33519260.78	21516866.81	53963300.56	24501363.69
P43307	Translocon-associated protein subunit alpha OS=Homo sapiens OX=9606 GN=SSR1 PE=1 SV=3	53.116	4	72287014.5	1199742.625	81684205.25	1121723.625	94910413.5	1350595	60092806	3088464.5	66090460.13	4168126.75	65053682.38	4411157.5	51547519.63	7815458	57341523.88	8652468	46745672.5	7311850.75	60738191.88	15234232.5	51517791	13628309.88	64659510	14881229.25	37114752.5	49673198.5	39950020	44098679.5	45581320	58734599.5	65654667.5	718126.8125	65440725.25	613968.5625	65546997.63	1190052.906	54703543.88	3248385.75	49981741.44	3454319.313	48044770.75	2597983.313	42796853.13	6026137.25	47923860.5	6173488.75	50217858.13	6694414	41569459.63	10701366.5	54262976.75	12584405.38	45936544.75	10631134.5	28285469.5	29291093	28810605.38	24652647.5	34009134.75	30057850.25
P43308	Translocon-associated protein subunit beta OS=Homo sapiens OX=9606 GN=SSR2 PE=1 SV=1	1.545	1	NA	635145.0625	NA	NA	NA	403583.4063	NA	2292206.453	NA	1520833.75	NA	1627846.656	NA	5057070.375	NA	4571677.25	NA	4594683.813	NA	8025425.75	NA	8835824.75	NA	6182667	NA	17813308.25	NA	13528976.75	NA	17965366	NA	278190.8125	NA	NA	NA	381960.8125	NA	1757275.375	NA	1408551.5	NA	1514281.5	NA	2860615	NA	3410082.25	NA	4413495.5	NA	6374301	NA	7034686	NA	4189171.25	NA	11476391	NA	10284478	NA	9061606
P43355	Melanoma-associated antigen 1 OS=Homo sapiens OX=9606 GN=MAGEA1 PE=1 SV=1	48.258	9	13618525.25	942766.4063	51486837.84	1060041.719	17734183.25	1199359.563	12469511.81	3168865.828	11065214.5	4115265.063	160391092.5	3639116.094	9207329.5	7846639.25	7928927.906	8067001.063	7177096.406	6754033.75	7539645.125	9686138.563	4306696.313	8597106.625	4640202.109	10020885.88	2133665.25	14065514.06	1327249.406	15214123.81	1884109.125	16654380	18422263.5	752867.3125	21193759.63	1447276.031	19256482.44	647106.625	15784511.38	5306794.266	12360613.81	3150817	13017165.75	3505599.781	5799271.406	6606815.188	8828704.031	7125753.188	6283708.438	6951153.125	4589930.531	7857961.375	5471536.875	8297386.438	3915054.375	9772423	NA	6877258.719	319302.1563	8774355.813	NA	8958323.406
P43378	Tyrosine-protein phosphatase non-receptor type 9 OS=Homo sapiens OX=9606 GN=PTPN9 PE=1 SV=1	11.402	3	2606140	NA	439812.1875	NA	2906411.313	NA	NA	644755.875	436097.4375	NA	NA	NA	NA	356833.9375	NA	NA	731184.5	NA	NA	NA	NA	604193.75	NA	468422.8438	330318.3438	1170212.25	316350.4063	1241704.75	310597.0938	1183752.25	2560890	531836.9375	2750313	NA	645238	NA	3915861.75	NA	712911.0625	NA	680381.5	NA	644921.8125	359945	561124.1875	NA	580006.5	NA	NA	NA	490098.5	NA	587993.875	NA	412043.9688	NA	NA	NA	7120012.781	744777
P43487	Ran-specific GTPase-activating protein OS=Homo sapiens OX=9606 GN=RANBP1 PE=1 SV=1	256.514	13	421998586.4	8749081	459279909.2	9570242	503835596.8	8639659.031	384016580.5	20407245	415239660.5	24806637.53	398958865.9	24319861.91	439712552.1	59998129.44	365339544.3	57365948.25	385174213.8	55908243.78	392939996.3	97467930.69	330569900.8	83736470.28	408720820.5	105479432.9	252117463.5	213283494.9	255527071.1	222199934.7	278150024.8	235379782	485049096	8130504.078	548954163.1	7189558.484	534694727.7	3507456.953	537872788	19669804.97	497212579	17731153.94	450680512.5	15109173.83	438236687.3	34089556.66	433047656.8	33675645.63	404577926.7	30203244.91	397184958.9	53188505.59	421091917.3	50706126.59	442355720.3	49570349.53	235908618.1	93423627.88	244053113.6	93334243.84	285098177.8	100247801.3
P43490	Nicotinamide phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=NAMPT PE=1 SV=1	232.613	21	136427676.2	54401713.44	118993321.1	41767440.06	148064200.4	40241205.63	114589669	48707600.59	121870927.8	44137815.78	110834523	36690629.25	119197329.2	71401647	116584419.1	54353346.66	102150806.6	49812759.94	123995869.3	77669835.22	97855429.22	64777298.06	109269853.5	78614806.72	90625925.06	108507271.6	93943042.88	108226116.3	96833364.81	110960243.3	118844911.5	2295625.75	118450759.8	1377150.5	120001467.8	1559486.875	120563769.4	13251346.7	125288603.3	5068274.531	115734405.3	10587096.91	113717490.6	16768714.63	114513075.6	17355727.44	111402010.2	18370256.44	95779814.06	27253987.88	101466515.8	24010259.06	111835406.2	27069130.38	63154970.56	41960461.22	61056729.88	43676289.84	94305859.91	54856015.69
P43686	26S proteasome regulatory subunit 6B OS=Homo sapiens OX=9606 GN=PSMC4 PE=1 SV=2	426.655	37	243593732.8	15551839.42	276370026	9850177.125	237269541.3	11604637.72	224481176.2	27253904.17	211866932.9	25293629.03	239435758.7	38918020.55	223272339.1	64328173.53	212877014	60278613.69	219509855.3	53766203.69	177946654.3	83131157.59	180008147.4	59458701.88	206247175.7	73951003.38	109252495.3	144618061.9	153002977.7	168514678.1	134069274.3	175873320.7	333976966.3	18175262.72	357404572.5	15286550.03	537065229.7	21352396.38	364011307.6	40342398.41	297970099	31830661.94	290583845.2	31194111.33	267237406.9	45376241.98	258810745.5	50466830.13	349186874.5	45664600.59	331094535.9	67136005.97	237300975.2	58171302.03	257438927.4	74224990.75	161009738.1	81031105.81	157259681.1	84516721.19	167209746.2	83759492.13
P43897	Elongation factor Ts, mitochondrial OS=Homo sapiens OX=9606 GN=TSFM PE=1 SV=2	172.949	16	48613936.69	4360704.563	47739887.13	2864784	63611419.88	350631.0625	57975382.56	4404167.859	50614372.44	1732524.25	48082551.25	1075269.125	67319304.44	13420133.72	61623148.56	3726074.188	43843884.75	5692397.063	39612019.56	10107512.5	35065278.53	5069434.844	48084856.31	8221589.781	32049549.13	25638380.06	29799478.5	30202649.69	39460393.94	32559562.63	108016114.6	6611804.641	118933093.1	10245031.03	96690197.69	3082955.719	202837648.3	6393896.531	149075363	1228496.219	147938585.8	304811.1563	181192220	2006513.156	130535164.2	2464794.469	88584669.11	3737316.938	104523450.2	11282579.31	95767343.94	3728425.234	160959386.1	7625511.906	68732487.19	11123278.25	57033276.66	14379169.78	57984861.86	13910338.5
P45877	Peptidyl-prolyl cis-trans isomerase C OS=Homo sapiens OX=9606 GN=PPIC PE=1 SV=1	9.362	3	2037522.688	NA	2115916.188	NA	2613299.313	NA	573294.5625	NA	1730824.875	NA	1723726.063	NA	646632.25	NA	427624.7813	NA	1410702.625	NA	1879466.875	NA	1288460.5	NA	410588.9063	NA	NA	NA	NA	NA	NA	NA	5266917.625	223556.9375	6170789.313	136814.5313	6647633.625	119099.1406	4728479.375	244421.3281	5797168.438	108615.8047	4112772	187386	3480280	359035.875	3322971.5	192883.7344	3533623.938	1364100.75	3523191.844	2150930.469	2969755	2399579.906	3565472.219	1867967.25	1250994.906	4300634.813	1994843.219	3783875.375	1365691	4799351.531
P45880	Voltage-dependent anion-selective channel protein 2 OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=2	226.537	15	448615837.9	16324334.19	459750345.4	13525998.44	593499088.3	18854572.44	471778179.5	39153202.16	459499976.4	41852940.78	418044761.3	34646304.53	393157530.6	73574448.75	374875170.5	65461861.44	411415703.3	67212395.88	431146472.2	112686414.5	372786741.1	102645070.3	423647653.1	114411885.4	315738603.9	298085820.3	315412919	288991293.8	327875675	326354454.1	377563416.3	7186837.719	456960170.8	2980283.375	498285254.2	6195822.25	507750486.3	26932543.56	380515610.7	31287323.55	256801321.3	11990133.31	334815101.7	38081856.75	402961816.8	45975951.77	220467137	37322889.52	432995490.4	68633527.95	431781167.3	75318775.17	277384937.1	49421392.48	236253943.8	119922072.8	209586322.9	93827617.5	243520063.9	112770351.6
P45973	Chromobox protein homolog 5 OS=Homo sapiens OX=9606 GN=CBX5 PE=1 SV=1	201.993	14	65270036.59	74397414.31	70021779.69	3271173.781	86936244.67	1118058.75	60545076.78	7141664.156	60124906.75	5380904.625	60088776.41	5450204.594	55674994.5	13672827.34	52409112.5	8881137.531	54100006.5	11376548.19	48858170.31	15858934.36	40838655.38	11694868.75	47964675.5	18022523.31	24281218.41	36876047.31	23822349.63	43031816.19	33264354.03	55001844.75	84378369.63	4225271.719	98524732.63	3873100.313	94446900.2	2278572.938	100170746.9	8228411.938	96214703.68	12219220.61	97971690.16	4812456.688	87299143.66	19687664.25	71511664.99	17311004.66	65117978.05	15504631.63	58615007.07	26008978.38	68724714.05	24113801.58	61459844.54	23282643.88	26918115.47	48302481.69	27261530.2	51167844.44	29999373.23	51455310.44
