Accession	Description	Sum PEP Score	# Unique Peptides	S1L_1	S1H_1	S1L_2	S1H_2	S1L_3	S1H_3	S3L_1	S3H_1	S3L_2	S3H_2	S3L_3	S3H_3	S6L_1	S6H_1	S6L_2	S6H_2	S6L_3	S6H_3	S9L_1	S9H_1	S9L_2	S9H_2	S9L_3	S9H_3	S24L_1	S24H_1	S24L_2	S24H_2	S24L_3	S24H_3
P40227	T-complex protein 1 subunit zeta OS=Homo sapiens OX=9606 GN=CCT6A PE=1 SV=3	474.96	29	358538839.7	8801851.859	541038495.3	8868176.172	490082736.3	7580251.125	603486040.4	34979738.66	485101553.4	33599134.47	432529339.3	24323433.17	451302164.9	65112901.44	443640121.9	65893567.31	392944165.7	60134299.23	397292876.9	95966083.13	425003405.4	104565057.8	491737790.2	116498282.3	214619192.8	169414950.6	236206052.4	176367370.8	259098755.9	200529253.5
Q15046	Lysine--tRNA ligase OS=Homo sapiens OX=9606 GN=KARS1 PE=1 SV=3	473.626	42	419590798.1	4678968.984	513777975.1	8682461.547	412335195.5	4137024.047	489831894.4	14300957.59	428203491.1	14532177.22	410002219.9	11133531.73	375101981.7	35396446.47	384534006.5	33821715.47	357157084.8	32298459.77	373295027.6	51997177.28	343167506.5	57674976.38	357691284.6	45395266.03	218194847	106285725.7	201939212.8	111029249.6	221827121.3	107099768
P42765	3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAA2 PE=1 SV=2	472.904	26	267832431.2	10778885.19	347246736.8	12849078.88	267952855.3	10794810.69	306660940.9	15734050.13	283351756.3	18805564.16	287392293.9	16015060.38	270640099.6	35691099.47	248289556.6	34254522.16	254413112.9	32978851.88	239199577.3	58459785.09	238297877.8	44137225.88	250006438.7	54003584.41	164459459.5	119478785.9	200591109.4	118878746.2	201537069.8	137953007.9
Q13428	Treacle protein OS=Homo sapiens OX=9606 GN=TCOF1 PE=1 SV=3	472.076	53	189777167	8627428.258	233909419.3	14398314.16	198169986.4	12946933.91	207752468.4	17047683.97	201035979	13765066.09	186795596.5	13967439.14	174432103.2	19523114.48	184927829.9	20223869.8	179179793.1	17600345.41	159531360.9	29128427.26	157708419.6	25126813.7	150662978	28411128.03	91857145.52	40776487.5	96592044.88	45678042.09	105855446.9	49036847.94
P08758	Annexin A5 OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=2	469.411	27	832527153.3	14820015.13	951200541	22547914.52	810638649.6	20447912.8	999963336.5	60311844.44	881404203.6	57667015.72	896889829.2	60806091.83	781610670.1	144405226.3	837414239.8	151533992.5	755582401.3	156421015.4	758812651.1	236098931.3	741634494.3	221064271.9	846743157.3	250670462.3	465463318.3	479042211.9	459534646.3	464608663.7	604474006.1	595624183
P63241	Eukaryotic translation initiation factor 5A-1 OS=Homo sapiens OX=9606 GN=EIF5A PE=1 SV=2	469.205	18	749225853.1	10040208.53	874171615.2	15071188.78	789280750.8	11255855.33	814206742.5	32478379.56	791409822.7	36428792.34	694961835.9	27176238.56	653930714.4	62990268	709743282.2	62097679.5	606483905.4	54618557.41	607557788.7	89166237.27	649959934.5	91098573.94	668574705.6	97727516.36	343121529.3	135343569.5	304390200.6	109863089.5	458946107.7	185292994.4
Q9H4M9	EH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=EHD1 PE=1 SV=2	466.615	29	95458307.02	62780864.5	178360422.7	60290316.06	109163158.8	53532665.69	131645513.2	12171825.13	116358922.6	32082674.25	90919236.19	23243651.81	134075634.5	47350443.16	112417543.5	21753800.86	91107499.91	28250591.86	99204519.17	34344129.94	113651130.9	32426280.19	117522552.2	36990648.47	72725475.31	86554828.13	52141026.78	59631324.56	58482962.13	59498674.03
P42166	Lamina-associated polypeptide 2, isoform alpha OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=2	466.03	28	133554762.4	8720385.25	169787847.6	4581690.781	151327237.5	7013445.016	156813085.7	11265835.47	143706145.8	8438022.828	132695667.8	6570385.688	125255937.7	16085355.56	132560456.3	19242892.63	135177290.7	17458423.03	114684477	25987547.84	114468778.5	29767327.83	136643168.1	29479227.75	54979054.84	41837565.06	58438008.55	50717755.94	60774609.09	52770196.44
Q9NYU2	UDP-glucose:glycoprotein glucosyltransferase 1 OS=Homo sapiens OX=9606 GN=UGGT1 PE=1 SV=3	465.369	55	171719479.9	17961826.61	207777025.3	4097014.625	183104593.2	10861984.25	190407652.8	10396434.03	159949500.4	11966102.94	148209421.4	8287320.141	137584853.6	13463091.04	151333138.1	14728369.83	128695274.3	16939957.98	138268680.1	24774948.63	147771880.6	21670681.34	119739507.7	29228996.94	84967117.5	59831277.31	72082734.06	60331746.06	89342769	70087699.13
P11387	DNA topoisomerase 1 OS=Homo sapiens OX=9606 GN=TOP1 PE=1 SV=2	464.928	49	157185014.8	11195781.72	202680288.2	11708521.41	187825730.7	11073314.02	211610840.7	16865738.29	180837978.4	17308005.05	178196977.9	12747539.88	197349220.9	26601361.39	174902095.7	24360069.09	169481868.3	24276316.69	165346153.8	38782127.06	171767515.9	45929552.16	173158282.8	47656402.62	84296210.59	59664793.52	90343336.78	61102190.84	91321846.74	59672412.91
Q9Y230	RuvB-like 2 OS=Homo sapiens OX=9606 GN=RUVBL2 PE=1 SV=3	464.5	37	239419879.3	12507026.44	329582393.2	4045183.313	291328641.4	15427471.19	329682433.4	13569871.28	286850721.2	12001625.5	271842104.9	18476031.61	260361126.1	32916281.2	250837824	31461709.02	249104234.8	29993906.09	232114609	31460517.05	237022530	31717721.47	260213678.9	44105460.69	157141065.3	73213200.28	154230156.8	79334688.31	185170787.9	74669820.72
Q9BUF5	Tubulin beta-6 chain OS=Homo sapiens OX=9606 GN=TUBB6 PE=1 SV=1	464.173	14	53766077.69	12462007	55391215.94	13756446.5	52088251	12545765	55355847.88	11299009	53912278.31	12223094.13	56337842.75	9479510.75	49474801.69	22106543.13	48302275.91	11261782.81	44791170.13	13196729.31	50122616.31	14331658	49642356.69	13337562	52599385.81	14014873.09	37682796.88	17989240.19	34697704.53	21087980	38934153.56	21702818.19
P09493	Tropomyosin alpha-1 chain OS=Homo sapiens OX=9606 GN=TPM1 PE=1 SV=2	462.841	8	24735238.75	969482.1875	27810600.69	1167713.141	21643209.25	1020711.625	19894259.75	2245413.344	21757188.56	1271123.281	21744131.31	2257480.281	15875059.88	2949267.031	16034792.59	3701133.469	16184088.78	5799442.625	15524500.47	6420925.406	14865094.47	4869015	16975903.69	6682342.875	8448935.781	11841704	6322676.344	11793861	8358748.781	12115608.06
Q03252	Lamin-B2 OS=Homo sapiens OX=9606 GN=LMNB2 PE=1 SV=4	460.79	48	171334481.2	5625880.906	223314833.9	9020662.844	175339107.7	8567486.578	190876929.6	7579593.609	184776648.1	7954984.266	186101206.3	7614464.875	158160252.6	17490633.09	164761425.7	18088797.42	152821120.2	25057104.31	143817119.4	27739579.86	149118926.9	23867548.8	140586123.2	24496571.88	100989764.7	53193383.72	98510587.48	49563433.22	108372403.5	50591259.84
Q99497	Parkinson disease protein 7 OS=Homo sapiens OX=9606 GN=PARK7 PE=1 SV=2	459.888	24	476431539.2	9109066.594	594325940	79755224.72	546830385.4	14546825.16	595992458.2	19216789.84	551691046.6	25306121.84	485553208.6	23062888.38	455214170.8	57450802.53	492963224	95685220.94	438850883.5	50007439.5	444323593.3	144954638.3	462275733	105871617.6	473727301.3	114224209	267490207	230897746	276617382.8	221640232.3	349173647.2	244668171.3
P51659	Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens OX=9606 GN=HSD17B4 PE=1 SV=3	458.229	41	232227974.3	3911173.141	291166403.4	16839291.38	230416554.4	6271315.297	248885030.3	8785145.422	256382220.1	18031847.97	230596911.7	10520594.39	204540791.6	18521857.22	179423816.2	21223669.69	194637341.8	18419595.66	167518704.7	29018358.19	152674753.9	33288923.28	168542432.9	24935204	93123237.09	66314688.92	102121389.4	73342302.88	115797435.8	90245535.63
P09960	Leukotriene A-4 hydrolase OS=Homo sapiens OX=9606 GN=LTA4H PE=1 SV=2	457.568	38	269577838.9	10393533.91	328565602.9	8583854.227	290237587.8	8771802.516	331218620.3	20449339.94	314734025.1	19942354.06	295718311.9	16731773.2	270768256.2	27547064.7	275980284.8	33063040.22	274803515.5	35912205.44	254186754.7	46900953.89	237915711.3	41359572.06	277698744.2	45121829.81	162400788	80540098.46	166965731	77225879.09	189128773.1	88371893.59
Q9Y5B9	FACT complex subunit SPT16 OS=Homo sapiens OX=9606 GN=SUPT16H PE=1 SV=1	456.122	48	193398809.3	32371261.47	236291039.3	30682120.44	202634692	22295292.69	248784710.5	23986288.93	212447218.1	24257709.25	212784230.1	21718609.88	189673878.2	24052902.02	202011062.5	34733437.05	192671899.1	28530838.91	188246077.1	38904889.64	214173591.5	35810329.5	240396491.3	34632318.95	135127194.2	49198414.66	148393513.2	61186855.63	134927046.9	62131738.09
O15067	Phosphoribosylformylglycinamidine synthase OS=Homo sapiens OX=9606 GN=PFAS PE=1 SV=4	455.489	50	170781930.2	13739912.88	236025342.9	9197419.391	214084095.8	10100557.42	247499946.1	12180237.31	208583534.3	10043860.34	225611829	10432338.63	180642891.7	14186551.94	196415399.8	13683248.05	171910899.1	14986444.52	163881848.7	21911199.23	151071208.1	18951875.36	182874198.6	17025334.25	87745398.63	40859578.38	100965940.7	33331815.94	113018513.1	26900627.31
O95757	Heat shock 70 kDa protein 4L OS=Homo sapiens OX=9606 GN=HSPA4L PE=1 SV=3	454.343	48	112449793.3	19823062.91	139078028.4	12956681.78	124721883.9	15990253.2	146099715.3	27444646.36	122139859.3	28071224.47	122813792.2	14483243.39	113609952.7	20514236.98	129226056	26007891.42	124880528.1	16754742.96	110521125.6	13936351.19	108974326.6	24876541.59	114968693.9	28486107.44	57763851.33	27121893.11	60461368.92	31103687.71	64906440.55	43225747.48
P52948	Nuclear pore complex protein Nup98-Nup96 OS=Homo sapiens OX=9606 GN=NUP98 PE=1 SV=4	453.826	60	118572407.6	3748121.5	153263041.7	6182079.875	127306623.6	4331251.188	133728762	9333319.906	132773004.4	8484564.813	128670718.1	9339080.156	108204951.9	13905624.22	106036650.5	13220468.83	103651304	13757591.3	99155733.84	21370700.34	89114590.19	22195219.75	95816435.88	22232960.94	52653870.41	32072719.42	51626238.27	31173214.22	47883171.31	34994476.78
O00151	PDZ and LIM domain protein 1 OS=Homo sapiens OX=9606 GN=PDLIM1 PE=1 SV=4	452.6	27	292600285.1	5067300.461	387797779.4	49297167.48	303995745.3	5822109.266	376045490.3	76533530.63	343803366.9	47202974.02	349311161.1	48620867.38	279773640.8	49245432.28	300264425.1	83353639.47	285273376.8	45344229.47	252761825	61125153.63	247608072.4	63661639.5	282676358.5	110251925.9	140132640.7	90884867.44	139908182.1	86433137.22	145650416.6	120595099
P47897	Glutamine--tRNA ligase OS=Homo sapiens OX=9606 GN=QARS1 PE=1 SV=1	452.496	51	170749287.2	9824375.844	237727163.8	8637358.5	170596286.9	11078314.63	248059154.1	22217588.34	185144141.3	21847714.38	167246484.6	14422291.84	158961237.5	31385671.14	167106632.5	23374092.5	190843751.4	25744850.64	166163091.7	45223792.38	175282361.1	43578305.41	197876450.1	48269329.56	140831465.7	65788295.44	102728680.2	71435899.78	132407415.5	87422977.53
P21266	Glutathione S-transferase Mu 3 OS=Homo sapiens OX=9606 GN=GSTM3 PE=1 SV=3	451.562	25	437359727.5	11413166.97	486478158.9	15723427.38	473652750.5	10777474.39	400058026.8	34748786.86	407491480.8	33465363.92	354388810.9	26088469.58	322266574.2	56220670.89	344953780.4	60366765.72	330550155.3	58546256.66	353783881.1	99192194.67	356252691.2	101167800.5	370406486.2	101178627.5	193087518.8	171756385.4	202344929	172474899.9	248284547.1	225307175.8
P31943	Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens OX=9606 GN=HNRNPH1 PE=1 SV=4	449.944	15	339721128	24027212.75	395240434.3	60857708.5	333534785.6	40655205	368958541.9	52877511.78	361426307.7	47479683.64	336125040.6	52384853	305320597.4	67286022.09	299990628.6	60860559.75	307122984.2	56557801.84	259695512.8	76054359.38	252577015.5	68777144.81	274270422.5	69159653.63	150410699.6	112541536.6	157489297.3	117344347.4	162880998.3	121153642.6
P11498	Pyruvate carboxylase, mitochondrial OS=Homo sapiens OX=9606 GN=PC PE=1 SV=2	449.57	55	136540606.8	10140958.59	179288566.2	2596799.703	155744437.7	7319800.969	181876234.2	7013580.719	170525750.4	13909182.44	155673847.6	9650949.313	143272223.6	9991229.602	143946984.3	17952414.45	136666216.4	10135806.47	119037799.6	10670873.73	123301245.7	13579325.98	132827900.9	23754703.56	76374894	40104638.96	81817308.58	34269472.16	83983461.13	42549982.05
O95831	Apoptosis-inducing factor 1, mitochondrial OS=Homo sapiens OX=9606 GN=AIFM1 PE=1 SV=1	449.042	30	261483606.7	9898459.063	319420505.7	5759772.176	269732619.4	9339298.156	280874187.3	17930625.78	285623266	19736468.88	268217570.1	18172038.2	262167731.5	15740446.58	242289032	30041333.09	249115098.6	31980308.72	212283712.7	38966330.97	217824263.3	33308096.03	225514745.3	39931516.98	157040963.2	85719623.84	144109985.4	79525421.86	157233087.3	87986070.47
P62195	26S proteasome regulatory subunit 8 OS=Homo sapiens OX=9606 GN=PSMC5 PE=1 SV=1	447.662	31	199827125.4	4362545.5	262461063.9	8330532.281	216445067.9	8273157.719	249490556	17562274.84	210880612.9	12599141.41	202239873.6	18668569.97	188244957.7	29836735.88	174473289.1	26648242.47	184761127.2	25686996.16	173207292	42209754.38	164893345.1	42970401.34	199206711.6	44926261.56	81174373.38	59344607.13	97581840.88	60676500.5	111727503.3	74348643.69
Q9Y265	RuvB-like 1 OS=Homo sapiens OX=9606 GN=RUVBL1 PE=1 SV=1	447.359	41	234555707.3	21505514.48	309801534.1	8853808.063	262982436.1	12362990.34	303874806.1	12094575.97	247633904.1	18595443.19	262066128.9	22536075.64	252634265.6	24359241.41	265200698.7	33886789.63	251606466.8	20078819	238926371.7	35716212.6	248062289.4	39703122.19	256635358.6	38388475.25	150259143.7	58260773.55	158364274.5	57383702.39	173491495.5	73284093.3
Q8NC51	Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens OX=9606 GN=SERBP1 PE=1 SV=2	447.245	27	378646103.5	16682227	481997525.9	14406954.28	445711356	15137503.72	476267951.8	27984173.19	484286799.6	30286788.59	456693614.3	30996783.78	373227577.5	45001415.59	422213154.3	52060531.05	406321575.5	51926784.02	343433806.7	64243120.78	353352469.5	65605232.69	375228459.5	69090670.75	185675464.6	101201892.3	222862105.6	122137461.4	239706407.1	126125379.8
P38919	Eukaryotic initiation factor 4A-III OS=Homo sapiens OX=9606 GN=EIF4A3 PE=1 SV=4	446.152	26	255282056.4	8300852.281	292402092.6	15555444.86	260697258.5	11654279.25	261584841.5	26776029.98	259238332.5	23884429.63	237013758.1	23972588.03	207694306.7	32734054.02	210967737.2	29683663.55	196769742.2	34849330.41	201245488.3	53260582.81	209457481.1	45075808.72	234422380.4	63094282.53	94866840.63	82308989.03	107323556.3	83560813.06	103831432.3	86966819.31
P22234	Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase OS=Homo sapiens OX=9606 GN=PAICS PE=1 SV=3	445.931	34	377168169.2	6816255.547	515293334	2589916.281	470329413.8	6274031.969	482606402.9	19643493.44	479382759.5	24423377.98	433894866.5	18764864.09	391799664.6	41480279.13	438091920.5	44252598.16	372976722.2	59684921.05	372837380.7	59406207.94	393416618.1	67050673.79	425398540	70341342.44	199321954.1	109045583.5	208393367.4	112132901.2	258831350.5	139555093.2
P15170	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A OS=Homo sapiens OX=9606 GN=GSPT1 PE=1 SV=1	444.611	15	158701876.1	790020.2813	204140898.1	4195621.313	163987518.9	2861886.25	173156398.6	10031418.63	159536951.2	7885139.125	149449281.2	9505408	136628655.5	13781885.75	138575773.6	8375361.219	115019074	14156510	118901600.9	15550867.28	123385218.2	15908009.03	143980182.7	16980815.69	56003217.34	33017046.25	56695059.19	28872610.38	75816419.13	34526458.69
Q99613	Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens OX=9606 GN=EIF3C PE=1 SV=1	443.378	44	174915024.7	5980406.125	223639806.5	6082667.531	198080930	9043292.719	237780748.9	18929608.48	202415462.7	16370269.41	188315764.4	18809239.71	184738054	29212575.68	174571119.8	25841426.61	170824384.8	30217879.5	175507857.1	44062548.42	177538743.8	41831952.55	219862575.2	53019604.5	118871608	78320441.47	115509182.6	79638914.39	131102696.3	86637881.42
P52789	Hexokinase-2 OS=Homo sapiens OX=9606 GN=HK2 PE=1 SV=2	443.28	39	118639401.9	4989840.484	135755339.6	20540917.66	112749480	4131719.047	143175951.4	5808529.234	132937550.5	10852222.17	124325432.7	8217633.625	122658941.3	23052163.2	118313561.4	51531746.91	114534697.1	23683353.94	116932844.7	31457173.69	119032462.9	29891326.11	127800194.5	32279081.13	78417927.59	58931972.88	78047413.44	52992470.97	91752482.58	63577104.33
P12268	Inosine-5'-monophosphate dehydrogenase 2 OS=Homo sapiens OX=9606 GN=IMPDH2 PE=1 SV=2	442.538	33	370250876.7	8962240.813	413657769.8	8406704.422	355552930.2	5290678.266	375391687.9	15080502.34	337319367.2	15282036.09	331430295.7	13928234.66	310359269.2	25362985.19	303934723.2	21951766.94	273560533.2	24501917.53	266207648.3	31358985.06	249337094.7	26862104.66	278651145.7	30759007.41	149927463.7	49936250.42	150772221.4	50793036.19	161105151.6	52637439.03
Q9UGI8	Testin OS=Homo sapiens OX=9606 GN=TES PE=1 SV=1	441.548	32	137128925.9	2799272.469	153608398.3	3059223.461	132248976.7	3434334.668	157882941.2	9030100.43	146180939.9	7863651.398	135347333	6437598.531	122012856.1	13885104.9	131427873	14774420.77	126511098.3	15586283.61	114988856	21646536.41	107402121.1	18166852.44	120433127.6	22629943.84	69394319.28	57210026.48	74054654.25	51897127.88	73899040.23	57066354.44
Q7L014	Probable ATP-dependent RNA helicase DDX46 OS=Homo sapiens OX=9606 GN=DDX46 PE=1 SV=2	440.209	57	142700772.3	8168185.719	188605488.3	7084988.594	162459053.3	11219536.84	199278793	17660945.28	155178608.8	14069552.22	143630367.6	9862356.703	146189905.2	19920549.22	155382193	23436584.22	146346189.1	22908348.8	151849775.2	38545445.22	187091476.1	36713645.72	184215600.9	37763916.59	83670515.2	57189853.75	96966008.91	58278072.63	103450592.5	59770274.91
P19367	Hexokinase-1 OS=Homo sapiens OX=9606 GN=HK1 PE=1 SV=3	439.953	42	203653850.7	13815956.09	259756323.4	22802671.38	230298308.6	19381765.38	266722630.6	24805470.67	236704950.9	19582237.58	194322857.8	19924257.31	221494015.8	32130118.94	216689746.8	31250515.06	187754119.4	24896504.84	194924393.3	50116182.91	201122721.6	45216129.19	182091850.5	46072049.13	130245297.9	86061496.31	118789331.8	79012689.47	122707911.2	78694739.88
P31930	Cytochrome b-c1 complex subunit 1, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC1 PE=1 SV=3	439.507	28	263845180.1	141488151.5	297458490.9	154766424.8	286250551.5	158146497.7	269733758.3	170380588.5	269339811.1	196694123.8	241483566.3	158262308.3	225495629.1	171376550.6	221345488.2	178651543.5	202093879.8	175176090.6	196450565.2	167893621.8	188637302.4	165950760.5	186539882.4	165604190.6	135040942.6	164539894	126015342.7	159248471.6	146492230.3	173723597.3
P40763	Signal transducer and activator of transcription 3 OS=Homo sapiens OX=9606 GN=STAT3 PE=1 SV=2	439.119	34	101630253.8	4546615.188	127339041.1	4894199.219	114113929.2	5435039.828	112807681.8	9878100.797	104283371.9	13047127.61	98563761.19	11545994.83	89748230.66	24547246.25	91012508.16	23010415.78	77713801.06	24586932.56	75114911.34	37586144.53	78122700.78	30869204.66	78241813.69	39599634.25	33780391.42	67083710.44	32948295.94	59524943.28	37444042.44	68855351.25
P61981	14-3-3 protein gamma OS=Homo sapiens OX=9606 GN=YWHAG PE=1 SV=2	438.399	17	387525159.1	19351768.53	460527842	16621750.16	392586967.8	18027259.64	409783823.2	31404392.69	413576867.5	29520492.52	370898391.1	28789182.27	329293242.9	63875015.06	362155478.1	59593014.47	338103281.8	53083882.09	330586326.2	86995794	317001577.3	73140072.67	307084576.6	83740266.11	196537282.7	133393122.5	201988488.3	144482040.6	225125803.3	145574394.7
P11717	Cation-independent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=IGF2R PE=1 SV=3	437.288	61	114148510.5	3712617.031	141063020.8	9233867.156	116005771.2	6417912.203	109570296.2	6758180.953	105269064.2	8933387.773	96187991.94	10635848.09	76743593.23	15361742.82	86631438.28	10880002.49	78725878.36	12976020.84	70393181.59	19308672.42	71811494.63	15216707.58	71839439.72	17563360.51	29234899.48	30803650.39	29026995.09	34436455.28	35657561.49	39403633.51
